tconst,title,original_title,year,genre,duration,country,language,director,writer,description,avg_vote,votes,imageurls
tt0178896,Sky Liner,Sky Liner,1949,"Action, Crime, Drama",61,USA,English,William Berke,Maurice Tombragel,FBI Agent Steve Blair finds himself caught up in Cold War espionage when he boards a plane heading west. Some sensitive papers have disappeared and Steve must keep tabs on a suspect without giving himself away.,5.2,114,"https://m.media-amazon.com/images/M/MV5BMTQwMzYwMjUyN15BMl5BanBnXkFtZTcwNTc2Nzg3Mw@@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0041883,Furia dei tropici,Slattery's Hurricane,1949,"Action, Adventure, Drama",83,USA,English,André De Toth,"Herman Wouk, Richard Murphy",A former WW2 naval pilot employed by a Miami civilian company reminisces about his past and present sins while flying a plane into an incoming hurricane.,6.5,400,"https://m.media-amazon.com/images/M/MV5BNWFjMTI1OTYtZTQyOS00YWVhLTljNTgtZjFkM2FhMjIyMzUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041885,Amanti crudeli,Slightly French,1949,"Comedy, Musical, Romance",81,USA,English,Douglas Sirk,"Karen DeWolf, Herbert Fields",A cinema director who is in an emotional and professional crisis thinks that he has discovered a French star when he meets an ordinary dancer.,6.4,264,"https://m.media-amazon.com/images/M/MV5BN2Y3ZTg1MWMtZTZmNi00MDY5LTllNWQtNzdkYzRmNGYzZjIzXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041898,Il canto dell'India,Song of India,1949,"Adventure, Fantasy, Romance",77,USA,English,Albert S. Rogell,"Jerome Odlum, Art Arthur",A young arrogant Indian prince and his girl decide to hunt animals in the forbidden jungle for a zoo. A local boy helps the captured animals and confronts the prince.,6.2,149,"https://m.media-amazon.com/images/M/MV5BMzliZTNiNWQtNDIwNi00ZGFhLWIzMmQtNTZjN2MxMmQyYmUwXkEyXkFqcGdeQXVyNDY3MzU2MDM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041902,Come divenni padre,Sorrowful Jones,1949,"Comedy, Drama",88,USA,English,Sidney Lanfield,"Melville Shavelson, Edmund L. Hartmann","A young girl is left with the notoriously cheap Sorrowful Jones as a marker for a bet. When her father doesn't return, he learns that taking care of a child interferes with his ...",6.9,638,"https://m.media-amazon.com/images/M/MV5BMjcxNzA4MTgxOV5BMl5BanBnXkFtZTgwMjQyMjM0MzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041907,Il ranch delle tre campane,South of St. Louis,1949,Western,88,USA,English,Ray Enright,"Zachary Gold, James R. Webb","The friendship of three Texas Ranchers. Later their ranch was destroyed by Cotrell, of the Union army,and his band of outlaw raiders. The original title was ""Distant Drums"", this was a description of Civil War army deserters.",6,383,"https://m.media-amazon.com/images/M/MV5BOTA4NjFhYTEtNGQzOC00YjBiLWI1NTItZjVmMjU2NmM0ZmYzXkEyXkFqcGdeQXVyNDY3MzU2MDM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041915,Stagecoach Kid,Stagecoach Kid,1949,"Action, Comedy, Drama",60,USA,English,Lew Landers,"Norman Houston, Norman Houston","Crooked ranch foreman Thatcher sends his two henchmen, Parnell and Clint, out to murder his boss, wealthy Peter Arnold who has just arrived to retire on his ranch, bringing in tow his ...",6.3,143,"https://m.media-amazon.com/images/M/MV5BNjYxNGZmZjYtZmRhNi00NjkzLTkyMjItNjIzYjVjYzlmMjcwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041917,Duello infernale,Stampede,1949,Western,76,USA,English,Lesley Selander,"John C. Champion, Blake Edwards","In 1887 Arizona, in the context of the settler-vs-cattleman struggle, two rancher brothers fall in-love with the same settler girl while crooked businessmen try to swindle both sides.",6.4,130,"https://m.media-amazon.com/images/M/MV5BZDRjNzVlMjQtZWNhNS00ZTFlLWEzMjUtNjU1Y2YzZDRiMjRjXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041918,Il mongolo ribelle,State Department: File 649,1949,"Action, Adventure, Drama",87,USA,English,Sam Newfield,"Milton Raison, Milton Raison",U.S. Foreign Service officer matches wits with a Chinese warlord to try to save American citizens threatened with execution.,4.7,127,"https://m.media-amazon.com/images/M/MV5BMTU0OTA0NTQzNF5BMl5BanBnXkFtZTcwOTAwMDUyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0041926,Strange Bargain,Strange Bargain,1949,"Crime, Drama, Film-Noir",68,USA,English,Will Price,"Lillie Hayward, J.H. Wallis","In order to cash-in a life insurance policy, a failing business owner asks one of his employees, who has financial woes of his own, to aid him in disguising his suicide into a robbery-murder.",6.8,330,"https://m.media-amazon.com/images/M/MV5BNjRlY2JmNTgtNDgxOC00ZTU1LTg5OGUtYmJjNzM1MDg1ZjBmXkEyXkFqcGdeQXVyMjM0NDkyMDg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041929,I cavalieri dell'onore,Streets of Laredo,1949,Western,93,USA,English,Leslie Fenton,"Charles Marquis Warren, Louis Stevens","An outlaw separates from his two partners in crime when they join the Texas Rangers, and he continues to commit daring robberies.",6.7,595,"https://m.media-amazon.com/images/M/MV5BMDdlMjg0MjYtZmFlMy00NDE5LTgzY2ItOTA5NjkzZThhM2NkXkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041935,Susanna Pass,Susanna Pass,1949,Western,67,USA,English,William Witney,"Sloan Nibley, John K. Butler",The bad guys dynamite a fish hatchery. They're trying to put the hatchery out of business so they can get possession of oil underneath the lake. Roy is a game warden investigating the dynamiting.,6.6,124,"https://m.media-amazon.com/images/M/MV5BMTgwOTAyNDU4NV5BMl5BanBnXkFtZTcwNzc0MzYyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0041940,Spada nel deserto,Sword in the Desert,1949,"Action, Drama, History",101,USA,English,George Sherman,Robert Buckner,"In 1947, with only months remaining until the partition of British-administered Palestine, an American freighter captain smuggles European Jewish refugees ashore under the nose of the British authorities.",6.7,155,"https://m.media-amazon.com/images/M/MV5BNjM4N2UwZWMtM2E4OS00YjJjLThkOGEtOGRhYzc5NDkxMzE2XkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041944,Facciamo il tifo insieme,Take Me Out to the Ball Game,1949,"Comedy, Musical, Romance",93,USA,English,Busby Berkeley,"Harry Tugend, George Wells","Two turn-of-the-century baseball players, who work in vaudeville during the off-season, run into trouble with their team's new female owner and a gambler who doesn't want them to win the pennant.",6.8,3187,"https://m.media-amazon.com/images/M/MV5BM2I5MjU2YmQtNTFjMy00YTFiLWEyNzMtMTc4YWUyZDhlMjYwXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041945,Passo falso,Take One False Step,1949,"Crime, Drama, Film-Noir",94,USA,English,Chester Erskine,"Irwin Shaw, Chester Erskine","During a conference-trip to L.A., an academic runs into an old-flame and into trouble with the police when she disappears, presumed murdered.",6.6,314,"https://m.media-amazon.com/images/M/MV5BNDJmN2ZhNDgtNzkwZC00ODc5LWJmMTYtMzk1MjY5MWE4ZThmL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041947,Tarzan e la fontana magica,Tarzan's Magic Fountain,1949,"Action, Adventure, Fantasy",73,USA,English,Lee Sholem,"Curt Siodmak, Harry Chandlee","Tarzan secretly arrives in Blue Valley, the land of the magical fountain of youth, to find the intrepid aviatrix who can save an innocent man. But, is she the same person she used to be? Can Tarzan protect the vale's ultimate mystery?",6.1,517,"https://m.media-amazon.com/images/M/MV5BMTU0NzU2OTMtNGE3Ny00YTAyLWI1NzQtM2U3N2RjZGNkODE3XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0041948,Aquile del mare,Task Force,1949,"Drama, War",116,USA,English,Delmer Daves,Delmer Daves,"As he is retiring, Jonathon Scott reminisces about his long Navy career and the development of the role of the aircraft carrier from the early 20s.",6.6,902,"https://m.media-amazon.com/images/M/MV5BZDdiNjVlMGItMDMwMS00ZDEwLTkxZmUtNTYzOTBlZDhkZGFiXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041949,Nessuna pietà per i mariti,Tell It to the Judge,1949,"Comedy, Romance",87,USA,English,Norman Foster,"Nat Perrin, Roland Kibbee","Marsha Meredith, an attorney-at-law, is nominated for a Federal judgeship, but her nomination is opposed by a 'Good-Government' group who think her divorce makes her unfit for the job. This...",6.3,355,"https://m.media-amazon.com/images/M/MV5BMDc4OTcwYWItNjhiYS00MGY1LWIxMjUtNmQzYWUyNThhMzlhXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041954,Tensione,Tension,1949,"Crime, Drama, Film-Noir",95,USA,English,John Berry,"Allen Rivkin, John D. Klorer",A meek pharmacist creates an alternate identity under which he plans to murder the bullying liquor salesman who has become his wife's lover.,7.3,2435,"https://m.media-amazon.com/images/M/MV5BMjBjZGI4MmMtMDcwNi00NTZhLTkwY2MtMmYwZjg1NzQ5MzczXkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041955,La saga dei Forsyte,That Forsyte Woman,1949,"Drama, Romance",113,USA,English,Compton Bennett,"John Galsworthy, Jan Lustig","Love among the Forsytes is strange, full of tradition, melancholy and gold digging in this film treatise on Victorian-age rigidity and vestiges of a flawed society.",6.7,1119,"https://m.media-amazon.com/images/M/MV5BZDlhZjEwYjItYmM1NC00NTAzLTk2MDktNzExYTM1OTllOTMwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041956,Il bacio di mezzanotte,That Midnight Kiss,1949,"Musical, Romance",96,USA,"English, Italian",Norman Taurog,"Bruce Manning, Tamara Hovey","In Philadelphia, the soprano Prudence Budell returns from Europe after a period of five years training in the best Europeans music schools. Her millionaire grandmother Abigail Trent Budell ...",6.5,500,"https://m.media-amazon.com/images/M/MV5BMTc3YmVmNjgtYWNlZi00MDJhLTk3ZjktOGY1YzBjYzdkNTM0XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0040071,Delitto senza peccato,The Accused,1949,"Drama, Film-Noir, Thriller",101,USA,English,William Dieterle,"Ketti Frings, June Truesdell",A beautiful psychology professor tries to hide a self-defense killing.,6.8,737,"https://m.media-amazon.com/images/M/MV5BYmViMWJhZTMtN2M4NC00ZGU1LTk1OWQtNWNjYjE3NzdiMTIyXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041094,Le avventure di Ichabod e Mr. Toad,The Adventures of Ichabod and Mr. Toad,1949,"Animation, Comedy, Family",68,USA,English,"James Algar, Clyde Geronimi","Washington Irving, Kenneth Grahame","An animated adaptation of ""The Wind in the Willows"" followed by an adaptation of ""The Legend of Sleepy Hollow"".",7,12376,"https://m.media-amazon.com/images/M/MV5BNjAzZDA2MWItZDdjMi00NTBlLTg5OTItYWQ1YTA1NGNiMGVhL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041158,I barkleys di Broadway,The Barkleys of Broadway,1949,"Comedy, Musical",109,USA,"English, French",Charles Walters,"Betty Comden, Adolph Green",A successful but constantly-feuding husband and wife musical comedy team threatens to break up when the wife entertains an offer to become a serious actress.,7,2699,"https://m.media-amazon.com/images/M/MV5BN2NlOWNmZDYtZDNjOC00NTg4LTlmMjUtNjI0NjdmYzI5MTc0XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041165,L'indiavolata pistolera,The Beautiful Blonde from Bashful Bend,1949,"Comedy, Western",77,USA,English,Preston Sturges,"Earl Felton, Earl Felton","Temperamental saloon singer Freddie Jones, jealously shoots at her cheating boyfriend Blackie but mistakenly hits Judge Alfalfa J. O'Toole's honorable behind, forcing her to skip town under the guise of a schoolteacher.",6.1,705,"https://m.media-amazon.com/images/M/MV5BNDNkZWJjMGItNzhmMy00ZjYyLTg1MWYtYzdkYjZkNjc2MjEwXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041175,La montagna rossa,The Big Cat,1949,"Action, Adventure, Drama",75,USA,English,Phil Karlson,"Morton Grant, Dorothy Yost","1933. A city boy arrives in his late mother's birthplace to discover the locals have been pestered by drought, old fights and a cougar. He turns out to be pivotal in all of these.",5.4,171,"https://m.media-amazon.com/images/M/MV5BMTUwMzkwODcxMF5BMl5BanBnXkFtZTgwMTE0MzkwMzE@._V1_UY268_CR4,0,182,268_AL_.jpg"
tt0041177,The Big Sombrero,The Big Sombrero,1949,"Action, Adventure, Music",82,USA,English,Frank McDonald,Olive Cooper,"Gene is hired to be foreman of the Big Sombrero ranch by Jim Garland, who is handling all the business affairs of the owner, Estrellita Estrada, who is more interested in going to America ...",5.5,106,"https://m.media-amazon.com/images/M/MV5BYzUzYzA1YTktNjEwMy00MzFmLThiMTctNmEzNDNlNGZkM2Q3XkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041178,Il tesoro di Vera Cruz,The Big Steal,1949,"Crime, Film-Noir, Romance",71,USA,"English, Spanish",Don Siegel,"Daniel Mainwaring, Gerald Drayson Adams",An army lieutenant accused of robbery pursues the real thief on a frantic chase through Mexico aided by the thief's fiancee.,7,4030,"https://m.media-amazon.com/images/M/MV5BZmY2NThjZTgtNDY5ZS00NDdhLTg4MGQtODdkZTEyMTZkYzJiXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041179,La pista di fuoco,The Big Wheel,1949,"Action, Drama, Romance",92,USA,English,Edward Ludwig,Robert Smith,"A brash young midget car race driver lives in the shadow of his famous father, a drunken womanizer, who was killed in an accident years earlier.",5.7,442,"https://m.media-amazon.com/images/M/MV5BMjkyOWE3NDMtNzdjYy00YjUxLTg4MjEtN2VkOTUzZGM3MzcwXkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_UY268_CR5,0,182,268_AL_.jpg"
tt0041207,Corruzione,The Bribe,1949,"Crime, Drama, Film-Noir",98,USA,"English, Spanish","Robert Z. Leonard, Vincente Minnelli","Marguerite Roberts, Frederick Nebel","Federal agent Rigby, in Central America to trace stolen plane engines, falls for the gorgeous wife of the chief suspect.",6.6,1567,"https://m.media-amazon.com/images/M/MV5BNThhOGU2MTEtZjk0OC00MjA4LWE0YzMtZGY0OWYyNDBhM2MwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041252,Bersaglio umano,The Clay Pigeon,1949,"Drama, Film-Noir",63,USA,English,Richard Fleischer,Carl Foreman,"Jim Fletcher, waking up from a coma, finds he is to be given a court martial for treason and charged with informing on fellow inmates in a Japanese prison camp during WWII. Escaping from ...",6.5,715,"https://m.media-amazon.com/images/M/MV5BZDJmYzc0M2ItNjk1Yy00MjUyLTkxNTEtNWQ0MjU0ZTQ3OGFiXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041264,The Cowboy and the Indians,The Cowboy and the Indians,1949,Western,68,USA,English,John English,"Dwight Cummins, Dorothy Yost",Evil Indian Agent Richards is cheating the Indians into starvation. Gene shows that their raids are only for survival.,6.7,122,"https://m.media-amazon.com/images/M/MV5BMTIxZDM0ZGItMTBlOC00NDNiLThiNGYtNGI4ZWIxNjQ1MjE0XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041267,The Crime Doctor's Diary,The Crime Doctor's Diary,1949,"Crime, Drama",61,USA,English,Seymour Friedman,"Edward Anhalt, Edward Anhalt",Dr. Ordway tries to prove that his patient was framed for arson.,6.3,175,"https://m.media-amazon.com/images/M/MV5BZDAwNjE1MmQtNTlmYy00OWE0LTkwMGQtMWI4ZmRkNDYxZDE0XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041269,Incrocio pericoloso,The Crooked Way,1949,"Crime, Drama, Film-Noir",90,USA,English,Robert Florey,"Robert Monroe, Richard H. Landau",War hero recovers from amnesia & is confronted by his criminal past.,6.7,923,"https://m.media-amazon.com/images/M/MV5BOWVjODg4MjUtMTZlMy00OWJjLTljYzEtNjBjMmM5Mzc5MjVlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0043466,The Devil's Sleep,The Devil's Sleep,1949,"Crime, Drama",77,USA,English,W. Merle Connell,"Danny Arnold, Richard S. McMahan",The head of an illegal drug ring uses a women's health spa as a front for his sleeping-pill racket.,3.9,147,"https://m.media-amazon.com/images/M/MV5BZTllYWQ2NDUtMTZlNC00YzdmLWJkODItYzA3YzE4OGJkZjM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041300,Il dottore e la ragazza,The Doctor and the Girl,1949,"Drama, Romance",98,USA,"English, Spanish",Curtis Bernhardt,"Maxence Van der Meersch, Theodore Reeves","Dr. Michael Corday, a recent graduate of the Harvard Medical School, is the son of Dr. John Corday, an eminent New York City surgeon who has a tendency to continue to direct the lives of ...",6.7,362,"https://m.media-amazon.com/images/M/MV5BMTU3OThkOTgtOTBhZS00MDE5LTlhYjUtZjUzYjVkY2JkZWVjXkEyXkFqcGdeQXVyMTIxOTk5MzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041308,Solo contro il mondo,The Doolins of Oklahoma,1949,Western,90,USA,English,Gordon Douglas,Kenneth Gamet,Former Dalton gang member Bill Doolin puts together his own bank-robbing gang but federal Marshals are closing in.,6.5,384,"https://m.media-amazon.com/images/M/MV5BZjQ3MWFmNDctOTdjNS00MDZkLWIwNDYtNWZiMWY0MjU5YzZiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041346,Il ventaglio,The Fan,1949,"Comedy, Romance",89,USA,English,Otto Preminger,"Dorothy Parker, Walter Reisch",Lord Windermere appears to all -including to his young wife Margaret - as the perfect husband. But their happy marriage is placed at risk when Lord Windermere starts spending his afternoons...,6.6,527,"https://m.media-amazon.com/images/M/MV5BYjE5NDJhNGYtNDM5ZC00ZTFjLWI3YjktZGUzYzU1MGQ0YTdiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041361,Il ritorno del kentuckiano,The Fighting Kentuckian,1949,"Adventure, Romance, War",100,USA,English,George Waggner,George Waggner,"In 1818 Alabama, French settlers are pitted against greedy land-grabber Blake Randolph but Kentucky militiaman John Breen, who's smitten with French gal Fleurette De Marchand, comes to the settlers' aid.",6.5,2820,"https://m.media-amazon.com/images/M/MV5BMTUxZmY1NTctMmFmMi00ZTUzLTg3MzgtZjQ3MDZhZWJiZTk0XkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041363,Soldato di ventura,The Fighting O'Flynn,1949,"Action, Adventure, Romance",94,USA,English,Arthur Pierson,"Justin Huntly McCarthy, Douglas Fairbanks Jr.",A swashbuckling Irishman opposes French agents during the Napoleonic wars.,7.1,111,"https://m.media-amazon.com/images/M/MV5BODk3Y2VlNjAtZDY5MS00YTYxLTg0MWItODY2OGNjYjFhZDNmXkEyXkFqcGdeQXVyMzc5ODc1MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041368,Il romanzo di Telma Jordon,The File on Thelma Jordon,1949,"Crime, Drama, Film-Noir",100,USA,English,Robert Siodmak,"Marty Holland, Ketti Frings",Assistant district attorney Cleve Marshall falls for the mysterious Thelma Jordon when she seeks help solving robberies of her aunt's estate.,6.9,1965,"https://m.media-amazon.com/images/M/MV5BZTczNzhmNGQtYjhkOS00NWYxLWJlNzAtYjc4MzEzMTYxZmE2XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041386,La fonte meravigliosa,The Fountainhead,1949,"Drama, Romance",114,USA,English,King Vidor,"Ayn Rand, Ayn Rand","An uncompromising, visionary architect struggles to maintain his integrity and individualism despite personal, professional and economic pressures to conform to popular standards.",7.1,9167,"https://m.media-amazon.com/images/M/MV5BMTczMzYxNTM5NF5BMl5BanBnXkFtZTgwNzE4MzgxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041400,La bella preda,The Gal Who Took the West,1949,"Action, Adventure, Comedy",84,USA,English,Frederick De Cordova,"William Bowers, Oscar Brodney","In order to gain passage to the West, a woman poses as an opera singer, and causes a feud between two cousins.",6.3,218,"https://m.media-amazon.com/images/M/MV5BY2QyMzVlYjItNzYzZS00MDAzLTk5MjYtNzk4NGUxNTRlMDE2XkEyXkFqcGdeQXVyNDk0MDM0Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041415,La foglia di Eva,The Girl from Jones Beach,1949,"Comedy, Romance",78,USA,English,Peter Godfrey,"Allen Boretz, I.A.L. Diamond","Glamour artist Bob Randolph is world famous for his paintings of a stunning beauty dubbed ""The Randolph Girl"". What the world doesn't know is that his pin-up creation is really a composite ...",6.1,448,"https://m.media-amazon.com/images/M/MV5BOWUzOTM4NDEtYzBiZi00NGQ4LTk1M2EtNzZjZTZlNWJiYjRmXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041420,The Golden Stallion,The Golden Stallion,1949,"Action, Adventure, Music",67,USA,English,William Witney,Sloan Nibley,Diamonds are being smuggled across the border from Mexico in a specially made shoe of a palomino mare. One of the smugglers is killed when the mare runs off. The sheriff blames Trigger for ...,6.8,178,"https://m.media-amazon.com/images/M/MV5BYWU0MjNhYzMtZWMyNS00MGU2LTk1Y2ItM2YwZjY2NTg1MmU1XkEyXkFqcGdeQXVyNTEwNDcxNDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041426,The Great Dan Patch,The Great Dan Patch,1949,"Adventure, Biography, Drama",94,USA,English,Joseph M. Newman,John Taintor Foote,Story of the legendary trotting horse Dan Patch.,5.9,197,"https://m.media-amazon.com/images/M/MV5BMjIyMDk1MzQ4NF5BMl5BanBnXkFtZTgwNzgwMTk3ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041428,Il grande Gatsby,The Great Gatsby,1949,Drama,91,USA,English,Elliott Nugent,"F. Scott Fitzgerald, Owen Davis",A Jazz Age bootlegger learns the hard way about the wages of sin.,6.6,644,"https://m.media-amazon.com/images/M/MV5BYjllODg0ZGYtYzE1OS00ZTc3LThmYjYtMjg0ZDM3ODlhZjYyXkEyXkFqcGdeQXVyNTcxMDI2MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041429,Il grande amante,The Great Lover,1949,"Comedy, Musical, Romance",80,USA,English,Alexander Hall,"Edmund Beloin, Melville Shavelson","On an ocean liner, an inept scoutmaster pursues a duchess while a killer pursues him.",6.6,390,"https://m.media-amazon.com/images/M/MV5BMzFjYzJmMmQtNjVlYi00NGU1LWI0ZTAtNmNmYzM3OWMxMmRmXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041430,Il grande peccatore,The Great Sinner,1949,Drama,110,USA,English,Robert Siodmak,"Ladislas Fodor, Christopher Isherwood","A young writer goes to Wiesbaden to write about gambling and gamblers, only to ultimately become a compulsive gambler himself. Losing all his wealth, as well as his moral fibre, he commits ...",6.6,1064,"https://m.media-amazon.com/images/M/MV5BMmIwYmY0Y2QtODkxMC00ZWUwLWIyODgtM2JkZDkxZGMzOTVkXkEyXkFqcGdeQXVyMTIxOTk5MzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041431,The Green Promise,The Green Promise,1949,Drama,93,USA,English,William D. Russell,"Monte Collins, Monte Collins","Widowed Old Man Matthews, who has lived his entire life as a farmer, has moved his family of himself and his four young adult to adolescent offspring - Deborah, Phineas, Abigail and Susan -...",6.3,399,"https://m.media-amazon.com/images/M/MV5BY2Q4Nzg1MTItZTMxZS00MmU0LTkzMjYtMGQ1OGFkNzc2MTg3XkEyXkFqcGdeQXVyMTk2MzI2Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041452,L'ereditiera,The Heiress,1949,"Drama, Romance",115,USA,"English, French",William Wyler,"Ruth Goetz, Augustus Goetz",A young naive woman falls for a handsome young man who her emotionally abusive father suspects is a fortune hunter.,8.1,13301,"https://m.media-amazon.com/images/M/MV5BMjZjNmVmYTMtM2U1ZS00MzNmLWExODAtMTI5MDhkZDZmYTgwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041486,The House Across the Street,The House Across the Street,1949,"Comedy, Crime, Drama",69,USA,English,Richard L. Bare,"Russell S. Hughes, Roy Chanslor","Dave Joslin, the managing editor of a big-city newspaper, is demoted and moved to the Miss Lonely Hearts column-writing department by the newspaper's publisher, J. B. Grennell, because ...",6.1,189,"https://m.media-amazon.com/images/M/MV5BYjhhYWE0MmMtY2M3Yy00MDNiLTk3MzYtZWUzMGFjYzBjZDdhXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0041509,L'ispettore generale,The Inspector General,1949,"Comedy, Musical, Romance",102,USA,English,Henry Koster,"Philip Rapp, Harry Kurnitz",A town's corrupt officials think a fool is actually an investigator in disguise.,6.8,2969,"https://m.media-amazon.com/images/M/MV5BNTg0MjdhZDktMGQzNy00MTg0LWFiZTAtMjNkNTFlZTQ0NGM0XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041532,The Judge,The Judge,1949,"Crime, Drama, Film-Noir",69,USA,English,Elmer Clifton,"Anson Bond, Samuel Newman",A crooked lawyer blackmails a client into a murder plot against his wife.,6.1,101,"https://m.media-amazon.com/images/M/MV5BYWQyYzFlZDItZjVlYy00NzIzLWIzMzgtOGY5MDgwM2RhM2U3XkEyXkFqcGdeQXVyMjI3NzYwODc@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0041572,La roulette,The Lady Gambles,1949,"Drama, Film-Noir",99,USA,English,Michael Gordon,"Roy Huggins, Halsted Welles",A desperate husband tries to find help for his wife suffering from addictive gambling.,6.6,572,"https://m.media-amazon.com/images/M/MV5BMmFmYzM4ZTUtMTUyNi00NjM4LWJmMzQtNGE5MTNlODI1ZjFiXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
