tconst,title,original_title,year,genre,duration,country,language,director,writer,description,avg_vote,votes,imageurls
tt0000009,Miss Jerry,Miss Jerry,1894,Romance,45,USA,None,Alexander Black,Alexander Black,The adventures of a female reporter in the 1890s.,5.9,154,"https://m.media-amazon.com/images/M/MV5BNjA5Y2ZhYzctNDc1Yy00OGViLWI3NGUtOTYwZmE3NDFiYmIxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR72,0,182,268_AL_.jpg"
tt0002101,Cleopatra,Cleopatra,1912,"Drama, History",100,USA,English,Charles L. Gaskill,Victorien Sardou,The fabled queen of Egypt's affair with Roman general Marc Antony is ultimately disastrous for both of them.,5.2,446,"https://m.media-amazon.com/images/M/MV5BZTcyMGU4ZmYtYTVmYS00NWFkLWExM2MtYWRlYTlhOWYxNjYwXkEyXkFqcGdeQXVyMzE0MjY5ODA@._V1_UY268_CR7,0,182,268_AL_.jpg"
tt0002199,"From the Manger to the Cross; or, Jesus of Nazareth","From the Manger to the Cross; or, Jesus of Nazareth",1912,"Biography, Drama",60,USA,English,Sidney Olcott,Gene Gauntier,"An account of the life of Jesus Christ, based on the books of the New Testament: After Jesus' birth is foretold to his parents, he is born in Bethlehem, and is visited by shepherds and wise...",5.7,484,"https://m.media-amazon.com/images/M/MV5BZTQ3MDdkMWEtYjJmMS00YmE3LTgxMDktOWUwZjczMTdhNGQ1XkEyXkFqcGdeQXVyODg3Mjk3Mjc@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0002461,Richard III,Richard III,1912,Drama,55,"France, USA",English,"André Calmettes, James Keane","James Keane, William Shakespeare",Richard of Gloucester uses manipulation and murder to gain the English throne.,5.5,225,"https://m.media-amazon.com/images/M/MV5BMTQ1ODY2NTU4OF5BMl5BanBnXkFtZTgwNTc3NjU4MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0003471,Traffic in Souls,Traffic in Souls,1913,"Crime, Drama",88,USA,English,George Loane Tucker,,"A woman, with the aid of her police officer sweetheart, endeavors to uncover the prostitution ring that has kidnapped her sister, and the philanthropist who secretly runs it.",6,552,"https://m.media-amazon.com/images/M/MV5BYzk0YWQzMGYtYTM5MC00NjM2LWE5YzYtMjgyNDVhZDg1N2YzXkEyXkFqcGdeQXVyMzE0MjY5ODA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0003973,A Florida Enchantment,A Florida Enchantment,1914,Comedy,63,USA,English,Sidney Drew,"Marguerite Bertsch, Archibald Clavering Gunter","A young woman discovers a seed that can make women act like men and men act like women. She decides to take one, then slips one to her maid and another to her fiancé. The fun begins.",5.8,202,"https://m.media-amazon.com/images/M/MV5BNjE5MTA5NDItNmVhYi00NDljLTg4MjgtMjRhMzVlZmUxYWRlXkEyXkFqcGdeQXVyMDU4MTQ0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0003772,Cinderella,Cinderella,1914,"Fantasy, Drama",52,USA,English,James Kirkwood,Charles Perrault,"Though mistreated by her cruel stepmother and stepsisters, Cinderella is able to attend the royal ball through the help of a fairy godmother.",6,929,"https://m.media-amazon.com/images/M/MV5BNDRhMGQ1NWMtNmZkNS00MGYxLTg0ZWUtMGRlYmZiMzQ3YTc1XkEyXkFqcGdeQXVyNDY1NzU5NjY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0004099,"His Majesty, the Scarecrow of Oz","His Majesty, the Scarecrow of Oz",1914,"Family, Fantasy, Adventure",59,USA,English,J. Farrell MacDonald,"L. Frank Baum, L. Frank Baum","A wicked king has taken over the Emerald City, and wants his daughter, Princess Gloria, to marry the horrid courtier Googly-Goo, though she loves Pon, the Gardener's Boy. The camera now ...",5.2,415,"https://m.media-amazon.com/images/M/MV5BZWZmZTZhMTQtZDhjZS00MTQyLThjMDQtYWYzN2NkYTEyMTJlXkEyXkFqcGdeQXVyMzE0MjY5ODA@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0003167,Amore di madre,"Home, Sweet Home",1914,Drama,55,USA,English,D.W. Griffith,"D.W. Griffith, H.E. Aitken","John Howard Payne at his most miserable point in life, writes a song which becomes popular and inspires other people at some point in their lives.",5.8,187,"https://m.media-amazon.com/images/M/MV5BOTZjNzg2MjgtODJkNy00NWM5LTg2MTAtZGVmZTRiOGEyODJhXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0004150,In the Land of the Head Hunters,In the Land of the Head Hunters,1914,"Drama, History",65,"USA, Canada",English,Edward S. Curtis,Edward S. Curtis,"In 1911, as part of his massive undertaking, famed Northwest photographer Edward S. Curtis travelled to Vancouver Island, British Columbia, to visit the Kwakwaka'wakw. By the next year, ...",5.8,402,"https://m.media-amazon.com/images/M/MV5BMjE3MjAyNzM5NV5BMl5BanBnXkFtZTgwMjA5OTg5NjE@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0004181,Judith of Bethulia,Judith of Bethulia,1914,Drama,61,USA,English,D.W. Griffith,"Thomas Bailey Aldrich, D.W. Griffith","A religious woman seeks to save her people from destruction by seducing and murdering the enemy leader, but her plans get complicated once she falls for him.",6.1,1239,"https://m.media-amazon.com/images/M/MV5BNWE4M2M0MGUtMjk4Ni00OGE4LWJkZDUtMWI0ZDJlMDYxZjY5XkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0004681,La madonnina del porto,Tess of the Storm Country,1914,Drama,80,USA,English,Edwin S. Porter,"Grace Miller White, B.P. Schulberg","A wealthy resident attempts to dispossess squatters who live near his home, which leads to a false accusation of murder.",6.1,178,"https://m.media-amazon.com/images/M/MV5BOWNhMWVjYzctMDg3NC00MjJjLTkzNzUtZDAxMTllNTY4NDYwXkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0003643,The Avenging Conscience: or 'Thou Shalt Not Kill',The Avenging Conscience: or 'Thou Shalt Not Kill',1914,"Crime, Drama, Horror",78,USA,English,D.W. Griffith,"Edgar Allan Poe, D.W. Griffith","Prevented from dating his sweetheart by his uncle, a young man turns his thoughts to murder.",6.4,1105,"https://m.media-amazon.com/images/M/MV5BNDdhMjhhODAtZjAyZS00NGE3LWFjMzUtYmU3ZThkNDExYmU3XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0003657,The Bargain,The Bargain,1914,Western,70,USA,English,Reginald Barker,"William H. Clifford, Thomas H. Ince","After the bandit Jim Stokes robs the stage he is wounded fleeing. Recuperating at a ranch, he falls in love with and marries the daughter. Now wishing to go straight he tries to return the ...",6.5,144,"https://m.media-amazon.com/images/M/MV5BNjc4NjU0ZDAtMzBiZi00MTU2LTk2MGYtZjcwMDExNmM3MTI3XkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0004457,The Patchwork Girl of Oz,The Patchwork Girl of Oz,1914,"Adventure, Family, Fantasy",81,USA,English,J. Farrell MacDonald,"L. Frank Baum, L. Frank Baum","Ojo and Unc Nunkie are out of food, so they decide to journey to the Emerald City where they will never starve. Along the way, they meet Mewel, a waif and stray (mule) who leads them to Dr....",5.5,382,"https://m.media-amazon.com/images/M/MV5BMzgxZjk1NjUtMTkxMS00YjQ0LTlmNzMtNDUxZDFmMTdmZmM5XkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_UY268_CR6,0,182,268_AL_.jpg"
tt0004465,The Perils of Pauline,The Perils of Pauline,1914,"Action, Adventure, Drama",199,USA,English,"Louis J. Gasnier, Donald MacKenzie","Charles W. Goddard, Basil Dickey","Young Pauline is left a lot of money when her wealthy uncle dies. However, her uncle's secretary has been named as her guardian until she marries, at which time she will officially take ...",6.3,939,"https://m.media-amazon.com/images/M/MV5BMzgxODk1Mzk2Ml5BMl5BanBnXkFtZTgwMDg0NzkwMjE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0004635,The Squaw Man,The Squaw Man,1914,"Action, Drama, Romance",74,USA,English,"Oscar Apfel, Cecil B. DeMille","Edwin Milton Royle, Cecil B. DeMille",A chivalrous British officer takes the blame for his cousin's embezzlement and journeys to the American West to start a new life on a cattle ranch.,5.7,879,"https://m.media-amazon.com/images/M/MV5BMjMwODQwODI3Nl5BMl5BanBnXkFtZTgwMDA1ODI3MzE@._V1_UY268_CR4,0,182,268_AL_.jpg"
tt0004766,The Virginian,The Virginian,1914,Western,55,USA,English,Cecil B. DeMille,"Owen Wister, Kirk La Shelle","A good-natured but chivalrous cowboy romances the local schoolmarm and leads the posse that brings a gang of rustlers, which includes his best friend, to justice.",5.6,174,"https://m.media-amazon.com/images/M/MV5BN2M2OTAyZGItNzIzYi00NGY1LThhZjEtODdkY2VmNmRmMGFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0004825,The Wishing Ring: An Idyll of Old England,The Wishing Ring: An Idyll of Old England,1914,"Comedy, Drama",54,USA,English,Maurice Tourneur,"Owen Davis, Maurice Tourneur","After being expelled from college, Giles runs away from home and meets a young lady who he falls for.",6.4,242,"https://m.media-amazon.com/images/M/MV5BYTM1OWY1NmUtYTA1OS00MjlhLWE4ODctZjQxZGMyYjIxZDFjXkEyXkFqcGdeQXVyMTY2MDM3MTk@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0004838,The Wrath of the Gods,The Wrath of the Gods,1914,"Drama, Romance",56,USA,English,Reginald Barker,"William H. Clifford, Thomas H. Ince",An American sailor falls in love with a fisherman's daughter and convinces her that Jesus is more powerful than the gods who have cursed her.,5.7,138,"https://m.media-amazon.com/images/M/MV5BMDYxMGJiMzYtZWY4ZC00YTljLWFmM2MtMzAzOWM4ZTZkOGNhXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0004707,Tillie's Punctured Romance,Tillie's Punctured Romance,1914,Comedy,82,USA,"None, English","Mack Sennett, Charles Bennett",,A con man from the city dupes a wealthy country girl into marriage.,6.3,3250,"https://m.media-amazon.com/images/M/MV5BMDZjOWQ4NWMtOTA1Yy00ZjliLTk2ZWQtYmI3ZDg2OTA5MTVkXkEyXkFqcGdeQXVyMDgyNjA5MA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0004743,Uncle Tom's Cabin,Uncle Tom's Cabin,1914,Drama,54,USA,,William Robert Daly,"Harriet Beecher Stowe, George L. Aiken",A black and white silent film based on Harriet Beecher Stowe's novel documenting the life and times of Uncle Tom.,5.3,112,"https://m.media-amazon.com/images/M/MV5BYjIwODU3ZTEtOTM3Yy00YjY4LWE4NjMtNWI1Yjk4ZDQ3MjNiXkEyXkFqcGdeQXVyNDY1NzU5NjY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0005339,La vampira,A Fool There Was,1915,Drama,67,USA,English,Frank Powell,"Porter Emerson Browne, Roy L. McCardell",A married diplomat falls hopelessly under the spell of a predatory woman.,5.8,783,"https://m.media-amazon.com/images/M/MV5BNWNjNjI3YjQtN2FkNS00NzQwLTk0ZGUtNGRjY2RhZWQ4N2Q4XkEyXkFqcGdeQXVyNzk3ODM4NQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0004872,Alias Jimmy Valentine,Alias Jimmy Valentine,1915,"Crime, Drama",65,USA,English,Maurice Tourneur,"Paul Armstrong, O. Henry","After robbing a bank, a criminal is wrongfully pardoned from prison.",6.6,206,"https://m.media-amazon.com/images/M/MV5BMzJiZWJlOGEtZjcwYi00ZDExLWFlNTgtMDE0Nzg1YjA0MDZmXkEyXkFqcGdeQXVyODc1NDEwNzQ@._V1_UY268_CR80,0,182,268_AL_.jpg"
tt0004873,Alice in Wonderland,Alice in Wonderland,1915,"Adventure, Family, Fantasy",52,USA,English,W.W. Young,"Lewis Carroll, W.W. Young",Alice goes with her sister to a picnic and then she falls asleep and starts dreaming about a wonderland full of talking animals and walking playing cards.,6.2,394,"https://m.media-amazon.com/images/M/MV5BNjFlNjY4NWMtYWU4MS00ZGVmLWEyNTMtMDZmNzRhNDVlOGVjXkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0005060,Carmen,Carmen,1915,Drama,59,USA,English,Cecil B. DeMille,"Prosper Mérimée, William C. de Mille","In order to help her smuggler kinsmen, a sultry gypsy seduces and corrupts an officer of the Civil Guard turning him into a traitor and murderer.",6.4,894,"https://m.media-amazon.com/images/M/MV5BMTg5MzkwMTkzNl5BMl5BanBnXkFtZTgwNTgwMTYxMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0006517,Civilization,Civilization,1915,Drama,85,USA,English,"Reginald Barker, Thomas H. Ince",C. Gardner Sullivan,Christ takes on the form of a pacifist count to end a senseless war.,6,283,"https://m.media-amazon.com/images/M/MV5BOTc5Yzk0OGYtNmI4Mi00YTU5LThmZjEtOWJiNDNiMDBlNGE2XkEyXkFqcGdeQXVyMzE0MjY5ODA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0004134,Hypocrites,Hypocrites,1915,Drama,54,USA,English,Lois Weber,Lois Weber,"The parallel stories of a modern preacher and a medieval monk, Gabriel the Ascetic, who is killed by an ignorant mob for making a nude statue representing Truth, which is also represented by a ghostly naked girl who flits throughout the film.",6.6,456,"https://m.media-amazon.com/images/M/MV5BMjA5NTYzNDQ4NV5BMl5BanBnXkFtZTgwMzA5NzgwMzE@._V1_UY268_CR23,0,182,268_AL_.jpg"
tt0005719,Martyrs of the Alamo,Martyrs of the Alamo,1915,"Drama, History, War",71,USA,English,Christy Cabanne,"Christy Cabanne, Theodosia Harris",The story of the defense of the mission-turned-fortress by 185 Texans against an overwhelming Mexican army in 1836.,5.6,138,"https://m.media-amazon.com/images/M/MV5BY2U3YjcyYWEtYjJkNy00OTNiLTlhNGItNTg2NGY2NTE2YTVmXkEyXkFqcGdeQXVyMzE0MjY5ODA@._V1_UY268_CR6,0,182,268_AL_.jpg"
tt0004972,Nascita di una nazione,The Birth of a Nation,1915,"Drama, History, War",195,USA,None,D.W. Griffith,"Thomas Dixon Jr., Thomas Dixon Jr.","The Stoneman family finds its friendship with the Camerons affected by the Civil War, both fighting in opposite armies. The development of the war in their lives plays through to Lincoln's assassination and the birth of the Ku Klux Klan.",6.3,22213,"https://m.media-amazon.com/images/M/MV5BYTM4ZDhiYTQtYzExNC00YjVlLTg2YWYtYTk3NTAzMzcwNTExXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0005078,The Cheat,The Cheat,1915,"Drama, Romance",59,USA,English,Cecil B. DeMille,"Hector Turnbull, Jeanie Macpherson","A venal, spoiled stockbroker's wife impulsively embezzles $10,000 from the charity she chairs and desperately turns to a Burmese ivory trader to replace the stolen money.",6.6,2305,"https://m.media-amazon.com/images/M/MV5BMjEzMjcxNTM5M15BMl5BanBnXkFtZTgwMzgwNjQ1MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0005149,The Coward,The Coward,1915,"Drama, History, War",77,USA,English,"Reginald Barker, Thomas H. Ince","Thomas H. Ince, Thomas H. Ince","Colonel Winslow, veteran of the Mexican War, hopes for a great future for his only son, Frank. At the outbreak of the Civil War, a recruiting station is opened in the Virginia village where...",6,244,"https://m.media-amazon.com/images/M/MV5BMjE5MzQ5NTMyNF5BMl5BanBnXkFtZTgwNjkwOTMyMjE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0005402,The Golden Chance,The Golden Chance,1915,Drama,74,USA,English,Cecil B. DeMille,"Cecil B. DeMille, Jeanie Macpherson",Mary Denby becomes a seamstress after her husband Steve wastes their money on booze. Her employer provides her as an escort to accompany millionaire Roger Manning. Her husband tries ...,6.4,187,"https://m.media-amazon.com/images/M/MV5BZjBiZjFlYmMtNjI1MC00OTFkLTk1YWEtMGFiOWIyMzU5ZjQ0XkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_UY268_CR60,0,182,268_AL_.jpg"
tt0005557,The Italian,The Italian,1915,Drama,72,USA,English,Reginald Barker,"Thomas H. Ince, C. Gardner Sullivan",An immigrant leaves his sweetheart in Italy to find a better life across the sea in the grimy slums of New York. They are eventually reunited and marry. But life in New York is hard and ...,6.6,293,"https://m.media-amazon.com/images/M/MV5BNjlkY2M2NDYtOWUxMS00YmVmLWFhZDUtMTNjZDEzNTQ0YWU3XkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0005809,The Nigger,The Nigger,1915,Drama,50,USA,English,Edgar Lewis,"Edgar Lewis, Edward Sheldon","Philip Morrow grows to manhood in the belief that the blood in his veins is the most aristocratic in the South. ""Clif"" Noyes, a distiller of whiskey of the fiery brand manufactured for ...",6.1,300,"https://m.media-amazon.com/images/M/MV5BMjllNGY5OTAtNTZiOC00ODIwLWI1NzgtNjU1NmViYzVjMWJlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY268_CR99,0,182,268_AL_.jpg"
tt0005960,La rigenerazione,The Regeneration,1915,"Biography, Crime, Drama",72,USA,English,Raoul Walsh,"Owen Frawley Kildare, Raoul Walsh",A boy surrounded by violence grows up to become an infamous gangster.,6.8,1110,"https://m.media-amazon.com/images/M/MV5BNDkxZGU4NmMtODJlNy00YzA2LTg4ZGMtNGFlNzAyNzcxOTM1XkEyXkFqcGdeQXVyOTM3MjcyMjI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0006327,Young Romance,Young Romance,1915,Comedy,59,USA,English,George Melford,"William C. de Mille, William C. de Mille","Young Romance, released in 1915, is a recent rediscovery that forever silences the claim that refined comedy cannot be conveyed via the screen. This disguise plot, worthy of an Elizabethan ...",5.9,151,"https://m.media-amazon.com/images/M/MV5BYWY1ODI4NDUtYjRjOS00MzIwLWExZWEtYzdlOWFlMDlmMzI5XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0006333,"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea",1916,"Action, Adventure, Sci-Fi",105,USA,English,Stuart Paton,Jules Verne,A French professor and his daughter accompany Captain Nemo on an adventure aboard a submarine.,6.2,1501,"https://m.media-amazon.com/images/M/MV5BMTQ0OTk3MTIzNV5BMl5BanBnXkFtZTgwNDA5MjAwMzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0006688,Flirting with Fate,Flirting with Fate,1916,"Adventure, Comedy",57,USA,English,Christy Cabanne,Robert M. Baker,"In the midst of an emotional depression, a man hires a murderer to kill him. But the despair soon passes, and the man must now escape the killer he's hired to end his life.",6.4,143,"https://m.media-amazon.com/images/M/MV5BMjRlN2MzZWItMDRiNC00NTJmLTg3NTktYjJkMTcwMTQ5YzQ2XkEyXkFqcGdeQXVyMDI3OTIzOA@@._V1_UY268_CR42,0,182,268_AL_.jpg"
tt0006731,Going Straight,Going Straight,1916,"Crime, Drama",60,USA,English,"Chester M. Franklin, Sidney Franklin",Bernard McConville,"A man and his wife both have criminal pasts, but have quit crime and are now respectable citizens. One day a member of their old gang shows up and threatens to expose them if they don't ...",5.3,609,"https://m.media-amazon.com/images/M/MV5BNDQ0YzBhZmMtNTY0NS00MzZlLTg3M2YtYzkzOTk5MjgyODM5XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0006745,Gretchen the Greenhorn,Gretchen the Greenhorn,1916,"Crime, Drama, Romance",58,USA,English,"Chester M. Franklin, Sidney Franklin",Bernard McConville,A kindly Dutch immigrant and her bumbling father are blackmailed by a gang of counterfeiters.,5.7,479,"https://m.media-amazon.com/images/M/MV5BNWY0Nzg0NGQtNmRjZC00ZmVkLWJjZDYtNmI3YjY5ZWQzYzQ3XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY268_CR102,0,182,268_AL_.jpg"
tt0006780,Hell's Hinges,Hell's Hinges,1916,"Romance, Western",64,USA,English,"Charles Swickard, William S. Hart","C. Gardner Sullivan, C. Gardner Sullivan","In the wayward western town known as Hell's Hinges, a local tough guy is reformed by the faith of a good woman.",6.8,836,"https://m.media-amazon.com/images/M/MV5BYWU0MzcxMDgtYWQzOC00MzZmLThjMGQtMzk4M2FkYjEwMTQ0XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0006809,His Picture in the Papers,His Picture in the Papers,1916,Comedy,62,USA,English,John Emerson,"John Emerson, Anita Loos","A young man can only get the woman he loves if he becomes famous and manages to get his picture in the newspapers. He determines to let nothing stand in the way of his doing exactly that, ...",5.9,127,"https://m.media-amazon.com/images/M/MV5BMjNhZGU1NDYtYjZmYy00MmJmLWFmYzAtMzFiMDRhNjBhN2Q0XkEyXkFqcGdeQXVyMzE0MjY5ODA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0006826,Hoodoo Ann,Hoodoo Ann,1916,"Comedy, Drama, Romance",65,USA,English,Lloyd Ingraham,D.W. Griffith,"A little orphan girl believes that her life is falling apart. It seems that everything that could possibly go wrong does go wrong. However, certain things happen that begin to make her ...",5.6,837,"https://m.media-amazon.com/images/M/MV5BOTMzOThlODEtMmU1NC00ZWE0LWEyMDYtNjA3NTczZDkxNjhlXkEyXkFqcGdeQXVyMzE0MjY5ODA@._V1_UY268_CR2,0,182,268_AL_.jpg"
tt0006864,Intolerance,Intolerance: Love's Struggle Throughout the Ages,1916,"Drama, History",163,USA,English,D.W. Griffith,"D.W. Griffith, Anita Loos","The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.",7.8,13875,"https://m.media-amazon.com/images/M/MV5BZTc0YjA1ZjctOTFlZi00NWRiLWE2MTAtZDE1MWY1YTgzOTJjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY268_CR2,0,182,268_AL_.jpg"
tt0008150,Joan the Woman,Joan the Woman,1916,"Adventure, Drama, History",138,USA,English,Cecil B. DeMille,"Jeanie Macpherson, William C. de Mille","A WWI English officer is inspired the night before a dangerous mission by a vision of Joan of Arc, whose story he relives.",6.5,501,"https://m.media-amazon.com/images/M/MV5BMTc1NjY5MTY3M15BMl5BanBnXkFtZTgwMzM0NDAwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0007257,Reggie Mixes In,Reggie Mixes In,1916,"Action, Comedy, Drama",50,USA,English,Christy Cabanne,"Robert M. Baker, Roy Somerville","Reggie, a wealthy young man about town, is eager for excitement, so he takes to visiting the rougher sections of the city in search of thrills. He meets and falls for a cabaret singer, but ...",4.7,564,"https://m.media-amazon.com/images/M/MV5BMjYyMDgxYmUtZmZlMC00OWI1LWI1MWYtMjk2NmQyMjBkMjc5XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0007338,Sherlock Holmes,Sherlock Holmes,1916,Mystery,116,USA,English,Arthur Berthelet,"H.S. Sheldon, William Gillette","When a couple of swindlers hold young Alice Faulkner against her will in order to discover the whereabouts of letters which could spell scandal for the royal family, Sherlock Holmes is on the case.",6.4,313,"https://m.media-amazon.com/images/M/MV5BNjRiMDgyZDUtNjlmOS00N2NiLTkwNjEtMDE3NWRjOTJlYTAxXkEyXkFqcGdeQXVyNDY1NzU5NjY@._V1_UY268_CR7,0,182,268_AL_.jpg"
tt0007340,Shoes,Shoes,1916,Drama,60,USA,English,Lois Weber,"Stella Wynne Herron, Jane Addams","A young working girl must support her family on only five dollars (~ $120 in 2020) a week. The strain of trying to feed, house and clothe her mother, her father and three sisters finally ...",6.8,342,"https://m.media-amazon.com/images/M/MV5BMTAxNjU3NTI5MTBeQTJeQWpwZ15BbWU4MDU0NDYyNTQx._V1_UY268_CR7,0,182,268_AL_.jpg"
tt0007361,Snow White,Snow White,1916,"Fantasy, Romance",63,USA,English,J. Searle Dawley,"Winthrop Ames, Winthrop Ames","Snow White is a motherless princess, who arouses the jealousy and hatred of Mary Jane, her mother's former lady-in-waiting, who is the ugliest woman in the kingdom, but aspires to the ...",6.2,349,"https://m.media-amazon.com/images/M/MV5BMjk0NTJjY2UtMWNjNi00MGM1LWEzNGEtMjI2OWI1NzQwOWY2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0006509,The Children in the House,The Children in the House,1916,Drama,50,USA,English,"Chester M. Franklin, Sidney Franklin",Roy Somerville,Roy Somerville has turned out a rather interesting story that will hold the interest of the majority of audiences as produced by the Triangle-Fine Arts Company. It is a five-reel feature ...,4.5,559,"https://m.media-amazon.com/images/M/MV5BMjU1MTgzODU5M15BMl5BanBnXkFtZTcwMjU1NDE2Mw@@._V1_UY268_CR43,0,182,268_AL_.jpg"
tt0006589,The Devil's Needle,The Devil's Needle,1916,Drama,59,USA,English,Chester Withey,"Roy Somerville, Chester Withey","Wynne Mortimer, a pampered society girl and daughter of William Mortimer, a prominent business man, chances to meet David White, a young artist whose fame is already assured, at an art ...",6.8,123,"https://m.media-amazon.com/images/M/MV5BZjU1MTIyMmQtODhjMy00NDhjLWI0ZTktNDNkMTEwOGExMWU2XkEyXkFqcGdeQXVyMzE0MjY5ODA@._V1_UY268_CR4,0,182,268_AL_.jpg"
tt0006736,The Good Bad-Man,The Good Bad-Man,1916,"Romance, Western",50,USA,English,Allan Dwan,Douglas Fairbanks,"An outlaw calling himself Passin' Through halts his ""evil"" ways long enough to help out some children in difficulty.",6.6,166,"https://m.media-amazon.com/images/M/MV5BNjc0YWFmMmItN2EwMC00ZjY4LTg2NGEtNGVmYmRlYjQ0MGM0XkEyXkFqcGdeQXVyNDY1NzU5NjY@._V1_UY268_CR2,0,182,268_AL_.jpg"
tt0006753,The Half-Breed,The Half-Breed,1916,Western,73,USA,English,Allan Dwan,"Bret Harte, Anita Loos",An outcast named Lo Dorman encounters a young woman lost in the woods. He defends her from danger in the forest and from Sheriff Dunn.,6.6,147,"https://m.media-amazon.com/images/M/MV5BZDliNWExNzUtMGQyNi00OWFlLThlNGUtYmMwMmFjYjZjYThiXkEyXkFqcGdeQXVyMzYyNzgzMzI@._V1_UY268_CR46,0,182,268_AL_.jpg"
tt0007047,The Matrimaniac,The Matrimaniac,1916,"Comedy, Romance",46,USA,English,Paul Powell,"Octavus Roy Cohen, John Emerson","A young couple attempts to elope, with the bride's irate father in hot pursuit. The train stops briefly and the young man dashes off to find a minister, but before he can get himself and ...",6,573,"https://m.media-amazon.com/images/M/MV5BNjE4ZTVkNzUtZDY0Mi00ZWQ1LWJkZjAtYWRhMzFlNDAwMWZiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0007260,The Return of Draw Egan,The Return of Draw Egan,1916,"Action, Adventure, Romance",50,USA,English,William S. Hart,"C. Gardner Sullivan, C. Gardner Sullivan","Outlaw leader ""Draw"" Egan, believed dead, turns up in the town of Yellow Dog. The townsfolk believe him to be William Blake, a strong and law-abiding man. They appoint him sheriff to rid ...",6.5,141,"https://m.media-amazon.com/images/M/MV5BM2NmNmM1YmMtOTAxZS00NzEwLTgzZTAtYzdjNWUzZjM1ZGU0XkEyXkFqcGdeQXVyNDY1NzU5NjY@._V1_UX182_CR0,0,182,268_AL_.jpg"
