tconst,title,original_title,year,genre,duration,country,language,director,writer,description,avg_vote,votes,imageurls,linktowatch
tt11247252,Babru,Babru,2019,Thriller,124,USA,Kannada,Sujay Ramaiah,"Sujay Ramaiah, Sujay Ramaiah","    Two strangers are brought together by a common language, and an epic road trip across the United States that takes an interesting turn.",6.8,171,"https://m.media-amazon.com/images/M/MV5BYzVhMTUwOTItNTYzZC00ZmQ1LWE4Y2UtYjNhNzRlZTFlZTdhXkEyXkFqcGdeQXVyMTgwMTg4OTM@._V1_UY268_CR2,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.4eb886c7-8cb5-0303-eb85-cafddc265db0?tag=imdbtag_tt_wbr_pvs_piv-20
tt8451712,Babysplitters,Babysplitters,2019,Comedy,119,USA,,Sam Friedlander,Sam Friedlander,"    When two couples with mixed feelings about having kids hatch a plan to share one baby, it seems like the perfect compromise-until things spiral out of control.",5.6,339,"https://m.media-amazon.com/images/M/MV5BM2Y2Y2NkYWEtNzQ5Ny00ODJmLTkwMjItZDZlOGI5ZWUzNjMzXkEyXkFqcGdeQXVyMTA0NzcxMg@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.starz.com/play/61205
tt7155576,Back Fork,Back Fork,2019,Drama,98,USA,English,Josh Stewart,Josh Stewart,"    BACK FORK is the story of an everyman, WAYLON, struggling to hold his life and family together after a heartbreaking tragedy. He and his wife, NIDA, barely recognize themselves, let alone each other. Their inability to continue on and to heal, leaves them hopeless. With the growing burden of the unanswered questions of why, and a heavy dose of self-blame, It's only a matter of time before Waylon turns to the magic of the pills to make the problems disappear. He finds a kindred spirit in his sister, RAYLENE, as he sleep walks through life with addiction. It's only a matter of time until Waylon finds himself at a crossroads. He learns that he's been asking the wrong question all along. The question isn't why, rather, where do I go from here? He's then able to see that we're all wounded animals. Sometimes we die, but sometimes we live.",5.8,316,"https://m.media-amazon.com/images/M/MV5BZGM4MDJkMGEtNmY4MS00MDNiLWI1MjItNDg0YjlmYTQxOWUwXkEyXkFqcGdeQXVyMjU3NTI0Mg@@._V1_UY268_CR2,0,182,268_AL_.jpg",https://tubitv.com/
tt10325070,Bad Ben: The Way In,Bad Ben: The Way In,2019,Horror,89,USA,English,Nigel Bach,Nigel Bach,"    The new owner of the home on Steelmanville Road has hired Tom Riley to go back into the home to rid it of all malevolent forces prior to moving her family in. Tom returns, alone, and finds himself battling nine demons.",5.6,125,"https://m.media-amazon.com/images/M/MV5BZTAxNDYwMzgtYjc0OC00ZTZjLWE5YjktMWU5MmY3OGNiYmQzXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.36b518c9-2176-b8a6-e6c7-9b7732bc9835?tag=imdbtag_tt_wbr_pvs_piv-20
tt10253466,Badland,Badland,2019,Western,117,USA,English,Justin Lee,Justin Lee,"    Detective Matthias Breecher is hired to track down the worst of the Confederate war criminals. As he roams the Old West seeking justice, his resolve is tested when he meets a determined pioneer woman who is far more than she seems.",5.5,1693,"https://m.media-amazon.com/images/M/MV5BM2U1YmQ3ZDYtM2VhZS00N2RkLWFjNGQtYTNhMDgwNjYxYTNhXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.netflix.com/watch/81218076?source=imdb
tt9288776,Bai She: Yuan Qi,Bai She: Yuan Qi,2019,"Animation, Action, Adventure",99,"China, USA","Mandarin, English","Amp Wong, Ji Zhao",Damao,    A love story between a snake spirit and a snake hunter.,7,2195,"https://m.media-amazon.com/images/M/MV5BNmQyZTVjMmQtMGRiMC00YzY3LWI0MjctMjRhMjU5OTFmYjEwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY268_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.20b7bf06-c33b-46c7-cbe0-1c40ae0d797b?tag=imdbtag_tt_wbr_pvt_aiv-20
tt4634402,Beast No More,Beast No More,2019,"Horror, Thriller",84,"USA, Australia",English,Aaron Warwick,"Jennifer Van Gessel, Matthew J. Schelle","    A young biologist, Mary Jane, who focuses on lepidoptery (the study of moths and butterflies), doesn't have the perfect life; she does however have what she considers the perfect son. Tragedy strikes and Mary Jane's world is disturbingly turned upside down. Fleeing the troubled ""real world"" she embarks upon a solitary bush project. In the isolated and surreal landscape Mary Jane starts experiencing strange phenomena. The opportunity to be a mother again presents itself, only it comes at a cost for Mary Jane and what's left of her family.",4.2,242,"https://m.media-amazon.com/images/M/MV5BZGU2OTZmODYtMGU2MC00ODE0LThjYzctOTdhZjE3NDVlNGE0XkEyXkFqcGdeQXVyMzQwMjk1NzA@._V1_UX182_CR0,0,182,268_AL_.jpg",https://tubitv.com/
tt8530978,Beats,Beats,2019,Drama,109,USA,English,Chris Robinson,Miles Orion Feldsott,"    A reclusive teenage musical prodigy (Khalil Everage) forms an unlikely friendship with a down-on-his-luck high school security guard (Anthony Anderson). United by their mutual love of hip hop, they try to free each other from the demons of their past and break into the city's music scene.",6.4,3913,"https://m.media-amazon.com/images/M/MV5BZTM5ZDQ3MTctYTlmNC00OWU4LTg4MDAtM2I5NzNhM2JkOTkzXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.netflix.com/watch/80216302?source=imdb
tt7021088,Before the Dawn,Before the Dawn,2019,"Drama, Romance",105,USA,English,Jay Holben,Alana de Freitas,"    A story of forbidden love between teacher and student. Lila moves to a new town to start a new life as the new high school teacher after her recent divorce. Also new to the school is the handsome, bad-boy student Jason, who is there to get him out of a bad situation, so he doesn't end up like his hoodlum brother. Jason is not happy at his new school and could care less about studies. Lila's not exactly having fun either. She's continuously dismissed by snooty, fellow teacher Shannen, and hit on by Coach Andrew. As luck would have it, Jason is a student in Lila's class. She sees potential in him, that he doesn't see in himself, and offers to tutor him after school. He quickly accepts. The two get along well, very well. One night Andrew takes Lila on a date to a local bar where Jason also happens to be. Jason sees the couple and gets a little jealous. Eventually, Jason shows up distraught at Lila's home. She says it's inappropriate for him to be there. Days later, Jason shows up and its...",6,347,"https://m.media-amazon.com/images/M/MV5BMGE1ZDRlNDktZjUzYi00MjIwLTk1YTAtN2ZlMzc3MDgwMzQ0XkEyXkFqcGdeQXVyMzMwMjI2NA@@._V1_UY268_CR9,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.22b6d362-a1f3-3a89-a492-61ee9b7ccacc?tag=imdbtag_tt_wbr_pvs_piv-20
tt8856090,Before You Know It,Before You Know It,2019,"Comedy, Drama",98,USA,English,Hannah Pearl Utt,"Jen Tullock, Hannah Pearl Utt",    A pair of sisters find out that the mother they thought was dead is alive and starring on a soap opera.,5.1,489,"https://m.media-amazon.com/images/M/MV5BN2Y4ZDcxNDItMTU4NS00ZGJhLWIwZDctN2JkMTk5YjIwOTYzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.a2b75f97-dfc8-1f1a-2c35-ebea74b916a6?tag=imdbtag_tt_wbr_pvc_showtimeSub-20
tt8370274,Behind the Trees,Behind the Trees,2019,"Horror, Mystery, Thriller",86,USA,English,Vikram Jayakumar,"Vikram Jayakumar, Arjun Grover","    While on a romantic getaway in the Indian wilderness, a couple from Los Angeles accidentally witnesses the haunting exorcism of an 11-year old girl. They decide to rescue her.",5.7,870,"https://m.media-amazon.com/images/M/MV5BZTQ1NTU3NjUtYjQ1OC00M2FiLWFkZjAtZjY5YjMyOTRlMTc3XkEyXkFqcGdeQXVyMjc4ODUyNTI@._V1_UY268_CR9,0,182,268_AL_.jpg",NA
tt8750122,Benchwarmers 2: Breaking Balls,Benchwarmers 2: Breaking Balls,2019,"Comedy, Sport",91,USA,English,Jonathan A. Rosenbaum,Stephen Mazur,"    After a freak accident ruins a guy's chances at playing professional baseball, he joins a competitive softball league for lawyers.",4.1,658,"https://m.media-amazon.com/images/M/MV5BNzdjZTExMGUtNjdiZi00OTY3LTk0NTgtYWQ1ZmNjYThkZWI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.netflix.com/watch/81038225?source=imdb
tt4574654,Beneath the Leaves,Beneath the Leaves,2019,Thriller,90,USA,English,Adam Marino,"Adam Marino, Naman Barsoom","    Four small-town boys are kidnapped by James Whitley, a warm-eyed psychopath. His grotesque pursuit to reunite orphaned children with their deceased birth parents is halted when the boys escape and he is arrested. Fifteen years later Whitley flees during a prison fire and decides to see his mission through. Detective Larson, once Whitley's prior victim, is removed from the case due to impartiality leaving his partner, and lover, Detective Shotwell to solve the case. Fueled by rage and a chance of redemption, Detective Larson chases the steadfast psychopath on his own only to fall back into the same trap he once escaped as a child.",4.5,1248,"https://m.media-amazon.com/images/M/MV5BZTQ1YzVjM2UtYjBlYi00MTkxLThkNmYtODkzNmU2YWZhYTVmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjgxNTI5NDU@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.f4b44202-ecfe-da2d-5a87-3c4ab2d3cae9?tag=imdbtag_tt_wbr_pvs_piv-20
tt5092484,Beneath Us,Beneath Us,2019,"Horror, Thriller",86,USA,"English, Spanish",Max Pachman,"Mark Mavrothalasitis, Max Pachman","    In BENEATH US, the American Dream becomes a nightmare for a group of undocumented day laborers hired by a wealthy couple (played by Lynn Collins and James Tupper). What they hope to be their biggest payday turns into a terrifying fight for survival at the couple's secluded mansion, and those thought to be helpless must prove they can't be discarded so easily.",5.2,1105,"https://m.media-amazon.com/images/M/MV5BNGJmMDAzZWYtOTA3Ni00MTY2LTk2MjYtY2U2YjE1OGI5ZWE1XkEyXkFqcGdeQXVyMTg2MDM2NjI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.90b97d0a-b0c0-6f97-e12b-58604aa99fda?tag=imdbtag_tt_wbr_pvc_starzSub-20
tt5740868,Benjamin,Benjamin,2019,"Comedy, Drama",85,USA,English,Bob Saget,Joshua Turek,"    A family calls in an intervention for Benjamin, a kid who is doing drugs. Soon, it becomes clear that those who are confronting Benjamin's problem also have many problems of their own.",3.3,344,"https://m.media-amazon.com/images/M/MV5BYTgyODUzNjMtYmQ4Mi00ZWNhLTk4NGQtNjk2ZmQxNGU2MWUxXkEyXkFqcGdeQXVyNDM5Mjc1Mg@@._V1_UY268_CR2,0,182,268_AL_.jpg",https://www.plex.tv
tt7370952,Bennett's War,Bennett's War,2019,Sport,94,USA,English,Alex Ranarivelo,Alex Ranarivelo,"    After surviving an IED explosion in combat overseas, a young soldier with the Army Motorcycle Unit is medically discharged with a broken back and leg. Against all odds he trains to make an impossible comeback as a motocross racer in order to support his family.",5.7,529,"https://m.media-amazon.com/images/M/MV5BNzM0Zjc2OWMtY2NjNS00ZmE4LWEzZTItMWE3NjQ4NmM2YzE2XkEyXkFqcGdeQXVyOTk0Mjc1MDA@._V1_UY268_CR1,0,182,268_AL_.jpg",https://www.netflix.com/watch/81173115?source=imdb
tt9149946,Bernie the Dolphin 2,Bernie the Dolphin 2,2019,"Action, Comedy, Family",99,"Canada, USA",English,Kirk Harris,"Terri Emerson, Marty Poole","    The kids are thrilled that Bernie has come back. But so has their old enemy Winston, who's about to kidnap the talented dolphin. Kevin and Holly must rescue their splashy friend before it's too late.",5.9,298,"https://m.media-amazon.com/images/M/MV5BOWZiM2I1NjgtMGQyZi00YmFhLTkxOTctMjMwMzFhZDYxOTgzXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_UY268_CR7,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.0cb783a9-237e-2d3e-fcc6-c26ada57eeb3?tag=imdbtag_tt_wbr_pvs_piv-20
tt4772856,Better Than Love,Better Than Love,2019,"Drama, Romance",85,USA,English,Ted Carney,"Ted Carney, Tim Schaaf","    In the era of gansta' rap wannabes, 19-year-old Jon's hopes of escaping the suburban ghetto get derailed when his drug-hustling childhood friend is incarcerated. Jon's loyalty challenges his morality as he ascends to benevolent 'kingpin of his neighborhood.' Jon develops a relationship with a beautiful recovering addict, AJ. Everything comes to a halt when Jon suffers a severe accident. Immobilized and separated from his phone, Jon's physical and emotional pain leads him to a new romance, with OxyContin. Unable to track down AJ, Jon falls into the deep hole of addiction. Caught between love and death, Jon tries to save everyone but himself.",5,152,"https://m.media-amazon.com/images/M/MV5BYjQxZjljYjctM2JkNS00MWY5LTk1MDgtMThhN2E2NWM0OTAzXkEyXkFqcGdeQXVyMzMwMjI2NA@@._V1_UY268_CR2,0,182,268_AL_.jpg",NA
tt9398640,Between Two Ferns: Il film,Between Two Ferns: The Movie,2019,Comedy,82,USA,English,Scott Aukerman,"Scott Aukerman, Zach Galifianakis","    Zach Galifianakis dreamed of becoming a star. But when Will Ferrell discovered his public access TV show ""Between Two Ferns"" and uploaded it to Funny or Die, Zach became a viral laughing stock. Now Zach and his crew are taking a road trip to complete a series of high-profile celebrity interviews and restore his reputation. Directed by Scott Aukerman, BETWEEN TWO FERNS: THE MOVIE is a laugh-out-loud comedy that gives new insight into the curmudgeonly, beloved outsider Zach Galifianakis has created over the years.",6.1,24886,"https://m.media-amazon.com/images/M/MV5BYzgyNzUyZjAtNDRiZS00MjQwLTgzMzQtZThhY2Y3YjFmYTc1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.netflix.com/watch/80243600?source=imdb
tt11161374,Beyond the Law - L'infiltrato,Beyond the Law,2019,"Action, Crime",89,USA,English,James Cullen Bressack,"Chad Law, Johnny Martin Walters",    A former mobster turned businessman and a police detective must contend with a dirty ex-cop looking to bring the killer of his son to justice.,4.3,830,"https://m.media-amazon.com/images/M/MV5BNGJjMDFhYWYtM2JiMi00MDA3LWI4MDQtOGYwZGZjNmNlZTMwXkEyXkFqcGdeQXVyMjUxOTAxNzI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.04b7223d-fb0a-960c-1ef4-3ae2c71412ad?tag=imdbtag_tt_wbr_pvc_showtimeSub-20
tt7730102,Big Kill,Big Kill,2019,"Action, Western",126,USA,English,Scott Martin,Scott Martin,"    A tenderfoot from Philadelphia, two misfit gamblers on the run, and a deadly preacher have a date with destiny in a boom town gone bust called Big Kill.",5.2,901,"https://m.media-amazon.com/images/M/MV5BYzAzZjhmZGEtZmI2ZC00YjA1LWI4YTQtNTgxZDIwMzJkYjNmXkEyXkFqcGdeQXVyMjI4MTYwNTY@._V1_UY268_CR4,0,182,268_AL_.jpg",https://www.netflix.com/watch/81001090?source=imdb
tt3824648,Big Time Adolescence,Big Time Adolescence,2019,"Comedy, Drama",91,USA,English,Jason Orley,Jason Orley,"    A suburban teenager comes of age under the destructive guidance of his best friend, an aimless college dropout.",7,5172,"https://m.media-amazon.com/images/M/MV5BYzZmNDMzZDgtYmFlYS00OTZmLTk0NzQtMGNiZDMyN2VjZjE2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",http://www.hulu.com/watch/1636279?d=Amazon
tt7403614,A spasso col panda,Big Trip,2019,"Animation, Adventure, Comedy",84,"Russia, USA",English,"Vasiliy Rovenskiy, Natalya Nilova","Vasiliy Rovenskiy, Billy Frolick","    A goofy stork mistakenly delivers a baby panda to the wrong door. A bear, a moose, a tiger and a rabbit set on an arduous but fun filled adventure through wilderness to return the panda to its rightful home.",5.2,891,"https://m.media-amazon.com/images/M/MV5BMDM4ZmZlMTgtNmE1ZS00ZDA3LTg0MTQtMTVlMTFkZGE0Njg4XkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_UY268_CR6,0,182,268_AL_.jpg",NA
tt7941194,Bill Tilghman and the Outlaws,Bill Tilghman and the Outlaws,2019,"Drama, History, Western",116,USA,English,Wayne Shipley,Dan Searles,"    A movie company comes to Oklahoma to convince legendary lawman Bill Tilghman to star in a bank robbery silent film featuring real outlaws. Tilghman reluctantly agrees, not realizing everyone's lives will never be the same.",3,114,"https://m.media-amazon.com/images/M/MV5BOGM0NzkxZTYtZDFjZS00NmNiLThlYmMtNWJhZDJmNTRkZmRhXkEyXkFqcGdeQXVyNzc1MTEzMw@@._V1_UY268_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.d4b61509-a6e2-1025-eedc-9f8a4e45a025?tag=imdbtag_tt_wbr_pvt_aiv-20
tt8425034,Bit,Bit,2019,"Comedy, Horror",90,USA,English,Brad Michael Elmore,Brad Michael Elmore,"    A transgender teenage girl on summer vacation in Los Angeles fights to survive after she falls in with four queer feminist vampires, who try to rid the city's streets of predatory men.",3.8,509,"https://m.media-amazon.com/images/M/MV5BOWE0YjFhYTUtMWE2Zi00OWJkLTg2MzItY2VlYzUxMWE4YTM3XkEyXkFqcGdeQXVyMjE5MzYzNjU@._V1_UY268_CR16,0,182,268_AL_.jpg",https://tubitv.com/
tt7390646,La legge dei più forti,Black and Blue,2019,"Action, Crime, Drama",108,USA,English,Deon Taylor,Peter A. Dowling,"    'Black and Blue' is an action thriller about a rookie cop (Naomie Harris) who inadvertently captures the murder of a young drug dealer on her body cam. After realizing that the murder was committed by corrupt cops, she teams up with the one person from her community who is willing to help her (Tyrese Gibson) as she tries to escape both the criminals out for revenge and the police who are desperate to destroy the incriminating footage.",6.3,13332,"https://m.media-amazon.com/images/M/MV5BMmZhZmQ1YjYtMmZkZC00ZTIxLTg5YTctMDczZGJmZTllYjBkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.52b6fbb5-2fc8-b792-86e4-c7a04b313001?tag=imdbtag_tt_wbr_pvc_starzSub-20
tt10481868,Black Christmas,Black Christmas,2019,"Horror, Mystery, Thriller",92,"USA, New Zealand",English,Sophia Takal,"Sophia Takal, April Wolfe","    Hawthorne College is quieting down for the holidays. One by one, sorority girls on campus are being killed by an unknown stalker. But the killer is about to discover that this generation's young women aren't willing to become hapless victims as they mount a fight to the finish.",3.2,8646,"https://m.media-amazon.com/images/M/MV5BMzczYzk4NWUtY2I0NC00OWEzLTgxYzAtOGM3NGU1ZjZlOGQxXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.4cb7573e-36f9-14f2-e303-04c678225b63?tag=imdbtag_tt_wbr_pvc_hbo-20
tt8717446,Blackbird,Blackbird,2019,Drama,97,"USA, UK",English,Roger Michell,Christian Torpe,"    Lily is dying and by the end of this weekend, she'll be dead. She suffers from amyotrophic lateral sclerosis and is planning to pursue euthanasia with the help of her husband Paul and invites her family and her longtime best friend Liz to the house so they can spend her final days together. But there's tension between her daughters, the uptight Jennifer and the wayward Anna, and it threatens to destroy her perfectly laid-out plan.",6.8,187,"https://m.media-amazon.com/images/M/MV5BZDk1OTQ5MjAtNzM5Ny00YTFhLWJiNzYtMjZhNWZmMGU0M2YwXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.b6ba09a4-aa79-4168-4ce4-f8b6f6983a26?tag=imdbtag_tt_wbr_pvs_piv-20
tt8266310,Blinded by the Light - Travolto dalla musica,Blinded by the Light,2019,"Comedy, Drama, Music",118,"UK, USA, France",English,Gurinder Chadha,"Sarfraz Manzoor, Gurinder Chadha","    In 1987 Britain, Javed Khan is a British-Pakistani college arts student in Luton in a family with a domineering father. Depressed by his oppressive family life and feeling he has no future in a hostile community, a newfound friend introduces Javed to the music of Bruce Springsteen. Touched by the rock star's powerfully eloquent affinity of his own feelings, Javed is inspired to reach out for his own dreams with his own talents. However, although Javed finds friends he never expected in this personal quest, he also finds himself butting heads with his newly unemployed father who stubbornly refuses to understand his son's new aspirations. In this conflict of values in a troubled time, Javed must decide what is truly important to him while his family struggles to understand what has changed and what remains with a new generation feeling born to run.",6.9,18014,"https://m.media-amazon.com/images/M/MV5BZDUzNGYxZDAtZjVjZC00YzI2LTk3MTItNmE3NGQwOWQwZjJiXkEyXkFqcGdeQXVyMjcyMzI2OTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.56b64764-4872-d57b-4a2f-296ccaa8e4b3?tag=imdbtag_tt_wbr_pvc_cinemax-20
tt9026524,Bliss,Bliss,2019,"Drama, Horror, Mystery",80,USA,English,Joe Begos,Joe Begos,"    A brilliant painter facing the worst creative block of her life turns to anything she can to complete her masterpiece, spiraling into a hallucinatory hellscape of drugs, sex and murder in the sleazy underbelly of Los Angeles.",5.8,3155,"https://m.media-amazon.com/images/M/MV5BMWM4MzU1NzYtYTQzOC00NTM0LTk0YTgtZWE5M2EwMzdhZWZlXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.68b63ca5-485b-0803-72db-7faf31ea7bdc?tag=imdbtag_tt_wbr_pvc_amcplus-20
tt4054008,Blood Bound,Blood Bound,2019,"Horror, Thriller",96,USA,English,Richard LeMay,Richard LeMay,"    Every 25 years, it begins. Bound to an ancient pact, a family of unlimited power descend upon a small rural town to perform family ritual-human sacrifice. The ritual begins when 18 year old Kerry finds herself pregnant and realizes her unborn baby is the target of a sinister plot. As the months pass and people around her begin to turn up dead, she desperately searches for a way out of this unthinkable situation. The family must perform this ritual to maintain their power or die. In charge of carrying out each sacrifice as his initiation is David, a young man conflicted with his destiny. He unexpectedly begins to fall for Kerry, which weighs on his conscience as they get closer to the final sacrifice. Occult rituals and ancient pacts take hold of one girls life, binding her to a fate she cannot possibly fathom. ROSEMARY'S BABY meets DRAG ME TO HELL in this twisted and dark look into the occult and how far the human spirit can take one soul in it's most desperate hour. Layered with plot...",4.2,347,"https://m.media-amazon.com/images/M/MV5BMTMxZGEyOTUtY2VmMS00ODg5LWFkMzctYTU4OWMxNTkzNWY5XkEyXkFqcGdeQXVyNjU2NDIxOTM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.8eb3c678-0d73-1340-abc3-f68d45f52f6e?tag=imdbtag_tt_wbr_pvs_piv-20
tt7737656,Blood Craft,Blood Craft,2019,"Horror, Thriller",94,USA,"English, German",James Cullen Bressack,"James Cullen Bressack, Madeleine Wade","    Two sisters who suffered abuse as children at the hands of their sadistic father decide, after his death, to use witchcraft to bring his spirit back to get revenge.",3.5,175,"https://m.media-amazon.com/images/M/MV5BODRkNjcxOTYtNzc2NS00Mzc0LWJhY2YtYjkzODAyMjA0NzU3XkEyXkFqcGdeQXVyMjUxOTAxNzI@._V1_UY268_CR16,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.8ab4e66e-6d60-b8d4-f885-d695f2f48a4b?tag=imdbtag_tt_wbr_pvs_piv-20
tt10085338,Blood on Her Name,Blood on Her Name,2019,"Crime, Drama, Thriller",85,USA,English,Matthew Pope,"Don M. Thompson, Matthew Pope",    A woman's panicked decision to cover up an accidental killing spins out of control when her conscience demands she return the dead man's body to his family.,5.5,654,"https://m.media-amazon.com/images/M/MV5BMjkxNDQxZWYtZTBjOS00YjQ5LTk4ODgtMGFkODMyYTI2NTljXkEyXkFqcGdeQXVyODUwMjI3MzU@._V1_UX182_CR0,0,182,268_AL_.jpg",https://tubitv.com/
tt5731746,Blood Type,Blood Type,2019,"Action, Fantasy, Horror",58,USA,English,,Margaret S.E. Smith,"    When a deadly age-warping virus infects a race of vampires, the last remaining humans are forced to join them to save the innocent blood of a child.",7,110,"https://m.media-amazon.com/images/M/MV5BMWNjNTY3MmYtODliMy00MDQyLWExZGYtMTVmNzg5ODNhZWQ2XkEyXkFqcGdeQXVyNzk5ODY5Njk@._V1_UY268_CR9,0,182,268_AL_.jpg",https://tubitv.com/
tt8299768,Buttiamo giù l'uomo,Blow the Man Down,2019,"Comedy, Drama, Mystery",91,USA,English,"Bridget Savage Cole, Danielle Krudy","Bridget Savage Cole, Danielle Krudy","    Welcome to Easter Cove, a remote and insular fishing village on Maine's rocky coast. In this small town, bonds run as deep as the ocean and secrets are as thick as the morning fog. Each day, droves of men take to sea for the daily catch while a handful of women serve as the community's powerful, albeit discrete, operators. Though the self-interested code of the town's old guard has governed for years, our tale takes place as the tides are turning in Easter Cove. Mary Margaret Connolly, a beloved and integral town matriarch, has just passed away. In the wake of her death, her daughters, Mary Beth and Priscilla, face an uncertain future, haunted by bills and unpaid loans left behind. Priscilla tries to fill her mother's shoes by taking over the family fish shop while her younger sister Mary Beth refuses to accept the new responsibilities. The sisters find themselves at odds and Mary Beth stubbornly defends her dream of leaving town - even if it means abandoning Priscilla altogether. ...",6.4,5512,"https://m.media-amazon.com/images/M/MV5BYmM3MDlkNDItN2RhNy00Mjc2LWJmNjktODk4NGE0NmRmMTFkXkEyXkFqcGdeQXVyODE0OTU5Nzg@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.0cb9558d-cd51-b657-9f14-104de1652169?tag=imdbtag_tt_wbr_pvs_piv-20
tt8791968,Blowing Up Right Now,Blowing Up Right Now,2019,"Adventure, Comedy, Romance",82,USA,English,Tom Morris,"Chris Lee Hill, Jaz Kalkat",    A millennial couple in a long-term relationship break up amid a nuclear missile crisis in LA.,4.5,114,"https://m.media-amazon.com/images/M/MV5BMTU2NGNjNTEtZmFjOS00YjRjLTgxMTktZWNjOWMwMDM0ZTA0XkEyXkFqcGdeQXVyMzA4NDY5Mjg@._V1_UY268_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.5eb7fc72-fb81-7a7f-05bb-5806f3d1537c?tag=imdbtag_tt_wbr_pvs_piv-20
tt7942746,Body at Brighton Rock,Body at Brighton Rock,2019,"Horror, Mystery, Thriller",87,USA,English,Roxanne Benjamin,Roxanne Benjamin,"    Wendy, a part-time summer employee at a mountainous state park, takes on a rough trail assignment at the end of the season, trying to prove to her friends that she's capable enough to do the job. When she takes a wrong turn and ends up deep in the backcountry, she stumbles upon what might be a potential crime scene. Stuck with no communication after losing her radio and with orders to guard the site, Wendy must fight the urge to run and do the harder job of staying put - spending the night deep in the wilderness, facing down her worst fears and proving to everyone - including herself - that she's made of stronger stuff than they think she is.",5.2,2272,"https://m.media-amazon.com/images/M/MV5BZmU2ZGFjOGYtOTYxNS00ZmRjLTkyOWUtYTI1NjRlMTE4NmI2XkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_UX182_CR0,0,182,268_AL_.jpg",http://www.hulu.com/watch/1538624?d=Amazon
tt0858419,Bolden,Bolden,2019,Drama,108,USA,English,Dan Pritzker,"Dan Pritzker, Dan Pritzker","    A mythical account of the life of Buddy Bolden, the first Cornet King of New Orleans.",5.6,417,"https://m.media-amazon.com/images/M/MV5BM2RhYjcxM2MtOTk5Ni00NGU2LTk2ZmYtZWFlZDQ1NzgxNTdmXkEyXkFqcGdeQXVyMTI1Njg1Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.40b53ff2-0bb5-61ac-9f49-160db27c0b97?tag=imdbtag_tt_wbr_pvt_aiv-20
