,tconst,title,original_title,year,genre,duration,country,language,director,writer,description,avg_vote,votes,imageurls,fulldescriptions,linktowatch
589,tt4310022,Emmett,Emmett,2019,Comedy,94,USA,English,Bridget Stokes,Vicky Wight,A twelve year-old child prodigy teams up with a quirky retiree to solve a crime and save his family from splitting up.,4.8,124,"https://m.media-amazon.com/images/M/MV5BZGRiYzliMTQtOWQyMS00Y2Q3LWI5YjEtZWY4NTZiNjllOTUyXkEyXkFqcGdeQXVyMzE4NTc2MjU@._V1_UX182_CR0,0,182,268_AL_.jpg",    A twelve year-old child prodigy teams up with a quirky retiree to solve a crime and save his family from splitting up.,https://tubitv.com/
590,tt10612148,Empty Spaces,Empty Spaces,2019,Drama,104,USA,English,Evan Snyder,"Evan Snyder, Ian Snyder","After separating from his wife, a depressed alcoholic moves his unemployed brother in to help take care of his kids.",7.5,156,"https://m.media-amazon.com/images/M/MV5BZmE1YTUwZjItNzQ3Yi00NDFjLTljZDYtZGQ5MjFiMmE1MmU0XkEyXkFqcGdeQXVyNjU1MDQ5OTk@._V1_UX182_CR0,0,182,268_AL_.jpg","    After separating from his wife, a depressed alcoholic moves his unemployed brother in to help take care of his kids.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.5abaf9ea-575e-6d7c-7513-fde454464a33?tag=imdbtag_tt_wbr_pvt_aiv-20
591,tt10080270,En Brazos de un Asesino,En Brazos de un Asesino,2019,"Romance, Thriller",106,"USA, Dominican Republic",Spanish,Matías Moltrasio,"Jeff Goldberg, William Levy","Victor (William Levy) has a deep secret - he is a cold-blooded assassin. Smooth talking and seductive, Victor was raised to do one thing only, which is to kill for money. When he is sent to...",5.9,287,"https://m.media-amazon.com/images/M/MV5BOTliNDNlZTYtZWI4NC00YzU1LThlOWYtZmEwMDU4YTM3ZGIyXkEyXkFqcGdeQXVyOTIxNTAyMzU@._V1_UY268_CR0,0,182,268_AL_.jpg","    Victor (William Levy) has a deep secret - he is a cold-blooded assassin. Smooth talking and seductive, Victor was raised to do one thing only, which is to kill for money. When he is sent to the home of a brutal drug lord to collect payment for his most recent hit, he encounters the beautiful Sarai (Alicia Sanz), who has been forced to spend the last 9 years of her life with the drug lord. After Victor leaves the compound, Sarai seizes her chance at freedom by hiding out in Victor's car. But things don't go as planned and instead of being transported back to her home, she finds herself free from one dangerous man only to be caught in the clutches of another. While on the run from the vengeful drug lord and his brutal henchmen, Victor's conscience catches up with him as he risks all that he stood for to protect his captive. In the end, the power Sarai unknowingly holds over Victor and their undeniable attraction may be what places her right in the arms of a killer.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.12b88bf7-034b-c406-8b4d-eb8271a8a98b?tag=imdbtag_tt_wbr_pvc_pantaya-20
592,tt9147456,"Endings, Beginnings","Endings, Beginnings",2019,Drama,110,"USA, South Korea",English,Drake Doremus,"Jardine Libaire, Drake Doremus","A 30-something woman navigating through love and heartbreak over the course of one year. During that time, she will unlock the secrets to her life in a sudden turn of events and in the most surprising of places.",5.8,1626,"https://m.media-amazon.com/images/M/MV5BMjY2MmIxNWUtMGU3OC00NTg3LTlkMjQtOTIwZWE5MGIwMTk3XkEyXkFqcGdeQXVyMjE4NzUxNDA@._V1_UX182_CR0,0,182,268_AL_.jpg","    Reeling from a bad recent break-up, Daphne (Shailene Woodley) finds herself adrift in life. Living in her sister's guesthouse, she regularly witnesses her sibling and her brother-in-law fighting, which only exacerbates the once-idealistic Daphne's growing despair regarding long-term love. Then, at one of her sister's parties, Daphne meets Frank (Sebastian Stan) and Jack (Jamie Dornan). Both are enormously attractive to her, albeit in very different ways: one is the free-spirited bad boy, unpredictable, and always ready for adventure; the other is sober, intelligent, sensitive, and invested in his career as an academic. Unable to choose between these almost polar opposites, Daphne finds herself bouncing between them instead, enjoying the distinct ways each man sees her -- it's as though she's auditioning different versions of herself and the life that might be waiting for her. But fate has a way of making decisions for us, and the time soon comes when Daphne is forced to accept that ...",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.12b88710-c56a-b73e-92f4-013f4ed7f8a9?tag=imdbtag_tt_wbr_pvc_hbo-20
593,tt5266470,Enigma,Enigma,2019,"Horror, Mystery, Thriller",100,USA,,Harley Wallen,"Jerry Hayes, Nancy Oeswein",Two Detectives are searching for clues to some very unique murders. A close friend finding her faith in search to clear her friend and a very bad man make up the main characters to this thriller.,6.9,228,"https://m.media-amazon.com/images/M/MV5BNzc5ZmUzNGQtMzZlYS00ZjkzLWFjY2UtNWNkZTI1Zjc5NGE5XkEyXkFqcGdeQXVyODg3MzY5MjE@._V1_UY268_CR9,0,182,268_AL_.jpg",    Two Detectives are searching for clues to some very unique murders. A close friend finding her faith in search to clear her friend and a very bad man make up the main characters to this thriller.,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.c4b74044-0443-1d5b-9f2c-cd70eb358208?tag=imdbtag_tt_wbr_pvt_aiv-20
594,tt6469344,Epiphany,Epiphany,2019,"Drama, Family",85,USA,"English, Greek","Koula Sossiadis Kazista, Katina Sossiadis","Koula Sossiadis Kazista, Katina Sossiadis",A young girl struggles to create a relationship with her father after the death of her aunt who raised her.,4.4,236,"https://m.media-amazon.com/images/M/MV5BNzRmZDRkYTItZGMwNC00MzBmLWFjMmYtNmM0Yzg5M2I5OTJlXkEyXkFqcGdeQXVyMjY2NDc0OTQ@._V1_UY268_CR9,0,182,268_AL_.jpg",    A young girl struggles to create a relationship with her father after the death of her aunt who raised her.,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.90b78b62-9f3a-fc58-caf7-91b0fcb7a01a?tag=imdbtag_tt_wbr_pvc_upfaithfamily-20
595,tt6772804,Escape Plan 3 - L'ultima sfida,Escape Plan: The Extractors,2019,"Action, Crime, Thriller",97,USA,"English, Chinese, German",John Herzfeld,"Miles Chapman, John Herzfeld","After security expert Ray Breslin is hired to rescue the kidnapped daughter of a Hong Kong tech mogul from a formidable Latvian prison, Breslin's girlfriend is also captured.",4.4,10536,"https://m.media-amazon.com/images/M/MV5BMDQ2ZjUxMGUtMDg1Yy00ZWE4LWIyZTMtNThiN2IwZmE4ZDVkXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_UY268_CR20,0,182,268_AL_.jpg","    The daughter of a Hong Kong tech executive goes missing in what appears to be a routine ransom job. As Breslin and his crew delve deeper, they discover the culprit is the deranged son of one of their former foes, who also kidnapped Breslin's love and is holding her inside the massive prison known as Devil's Station.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.c2b5d0ff-c232-c9b2-ec77-ac0ba6af7db0?tag=imdbtag_tt_wbr_pvs_piv-20
596,tt5886046,Escape Room,Escape Room,2019,"Action, Adventure, Horror",99,"USA, South Africa",English,Adam Robitel,"Bragi F. Schut, Maria Melnik",Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.,6.3,77941,"https://m.media-amazon.com/images/M/MV5BMjQ2NDMwMTY3MF5BMl5BanBnXkFtZTgwNDg5OTc1NjM@._V1_UX182_CR0,0,182,268_AL_.jpg","    Six strangers are given mysterious black boxes with tickets to an immersive escape room for a chance to win tons of money. Being locked in several rooms with extreme conditions, they discover the secrets behind the escape room and must fight to survive and to find a way out.",https://www.fxnetworks.com/fxnow
597,tt8655738,Eternal Code,Eternal Code,2019,"Action, Crime, Thriller",105,USA,English,Harley Wallen,Harley Wallen,Eternal life technology (transferring mind to new body) is developed by 2 companies. Resistance to the merger of the 2 companies is met with kidnapping and murder.,5,1307,"https://m.media-amazon.com/images/M/MV5BMmQxOWEzZGQtOWNhNi00ZTRjLTllOWQtOTA1OWIyODk4NmRmXkEyXkFqcGdeQXVyNDg3NzEyMzY@._V1_UY268_CR1,0,182,268_AL_.jpg",    After a revolutionary invention with great implications Bridget finds a character flaw in the company they've partnered with to develop the prototype that could be the fountain of youth. When she pulls the plug and step away from their original deal she quickly realizes they will stop at nothing to get it back. After her family gets kidnapped to sway a favorable vote their hopes rely on their teen daughter Miranda and her unlikely allies Corey (a suicidal military veteran) and Stephanie (a prostitute).,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.f8b65837-dd68-969c-df11-20f2fda90ee2?tag=imdbtag_tt_wbr_pvs_piv-20
598,tt8464364,Evening Installation,Evening Installation,2019,Thriller,80,USA,English,Tatiana Sokolova,Tatiana Sokolova,"An installation guy comes to a girl's apartment and wants her to treat him as a guest. When she refuses, he turns into a psycho.",6.9,664,"https://m.media-amazon.com/images/M/MV5BZDliOWZlZTMtMWUxMy00M2E2LWJlNTctYTdhZmJlMTJhZTgyXkEyXkFqcGdeQXVyODA0NTUxMjY@._V1_UX182_CR0,0,182,268_AL_.jpg","    An installation guy comes to a girl's apartment and wants her to treat him as a guest. When she refuses, he turns into a psycho.",NA
599,tt6659936,Every Time I Die,Every Time I Die,2019,Thriller,98,USA,English,Robi Michael,"Gal Katzir, Robi Michael","When Sam is murdered in a remote lake, his consciousness begins to travel through the bodies of his friends in an effort to protect them from his killer. This dark passage leads him on a greater journey - discovering his own true identity.",5.1,858,"https://m.media-amazon.com/images/M/MV5BMzM1YmYwNDgtZWYzZC00ZTQ2LWJhZmUtNmY3YWVjNjNlMjAyXkEyXkFqcGdeQXVyMTMzNDQxNzc@._V1_UX182_CR0,0,182,268_AL_.jpg","    When Sam is murdered in a remote lake, his consciousness begins to travel through the bodies of his friends in an effort to protect them from his killer. This dark passage leads him on a greater journey - discovering his own true identity.",https://www.netflix.com/watch/81172821?source=imdb
600,tt10331140,Evil Little Things,Evil Little Things,2019,Horror,85,USA,English,Matt Green,"Yasmin Bakhtiari, Nancy Knight",A young boy finds a mystical toymaker with dark stories to tell.,3.1,143,"https://m.media-amazon.com/images/M/MV5BNDBiOGZlN2UtNWUyNy00MTM5LTkxMzEtN2E5ZjYxZjBjMWIzXkEyXkFqcGdeQXVyMTc5NzM0NjA@._V1_UX182_CR0,0,182,268_AL_.jpg","    A young boy finds a mystical toymaker with stories to tell. The first is of a leprechaun seeking revenge on a defenseless family. The second is of a doll who works evil on her fragile owner. The toymaker gives the boy a clown named Giggles. Clowns are supposed to be the guardians of happiness, right? These Evil Little Things will cause you many sleepless nights.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.3cb89387-5411-332c-2ae4-1b4c49edcb7e?tag=imdbtag_tt_wbr_pvs_piv-20
601,tt6745550,Exit 0,Exit 0,2019,Thriller,95,USA,English,E.B. Hughes,"E.B. Hughes, E.B. Hughes","A young couple sets out on a weekend getaway in hopes of mending their failing relationship. However, a seemingly innocent weekend turns dark when the man discovers a videotape chronicling the events of a murder in his very own hotel room from years before.",6.5,1797,"https://m.media-amazon.com/images/M/MV5BYjk5ZTZmMjQtMjI0Yi00OWM3LTg5YmItODdlY2ZlMDRiNzFkXkEyXkFqcGdeQXVyNjg0ODE1ODE@._V1_UY268_CR0,0,182,268_AL_.jpg","    A young couple sets out on a weekend getaway in hopes of mending their failing relationship. However, a seemingly innocent weekend turns dark when the man discovers a videotape chronicling the events of a murder in his very own hotel room from years before.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.bab8c232-f75c-7702-ede1-8a94ead7cdfb?tag=imdbtag_tt_wbr_pvt_aiv-20
602,tt7677420,"Exorcism at 60,000 Feet","Exorcism at 60,000 Feet",2019,"Comedy, Horror",95,USA,English,Chad Ferrin,"Robert Rhine, Daniel Benton","On the last flight of a transatlantic passenger airliner, a priest, a rabbi and the airline crew team together to save a plane from a pandemic of demonic possessions.",4.1,310,"https://m.media-amazon.com/images/M/MV5BMmE3Y2E5OWUtNjI4OC00OGFlLWJlNTEtM2YyM2EyYjEyOGFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","    On the last flight of a transatlantic passenger airliner, a priest, a rabbi and the airline crew team together to save a plane from a pandemic of demonic possessions.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.8cbaf239-708a-4c7c-fe13-8b7e3b076f77?tag=imdbtag_tt_wbr_pvs_piv-20
603,tt6830716,Expo,Expo,2019,"Action, Crime, Drama",80,USA,English,Joseph Mbah,Joseph Mbah,"With only three days to prove his innocence, a struggling ex-soldier (Derek Davenport) is forced to take one last job and save his client's kidnapped daughter (Amelia Haberman) or face time for a crime he did not commit.",2.9,296,"https://m.media-amazon.com/images/M/MV5BNWUyZGVmNzgtOGIwMC00OTA1LTkyZmQtMTBhNWE1YzFlNDM5XkEyXkFqcGdeQXVyODg3MzY5MjE@._V1_UY268_CR9,0,182,268_AL_.jpg","    With only three days to prove his innocence, a struggling ex-soldier (Derek Davenport) is forced to take one last job and save his client's kidnapped daughter (Amelia Haberman) or face time for a crime he did not commit.",https://tubitv.com/
604,tt6012446,Extracurricular Activities,Extracurricular Activities,2019,"Comedy, Mystery, Thriller",86,USA,English,Jay Lowi,Bob Sáenz,"A mature, intelligent high school student has a side job arranging ""accidental"" deaths (no 2 alike) of fellow students' parents. A cop detective notices this student being connected to all the kids of dead parents. Who wins the face-off?",6.1,905,"https://m.media-amazon.com/images/M/MV5BNGMyMTczZjYtOTdmOC00ZDJjLWIyOTMtZDM5NDQyY2I5Zjg1XkEyXkFqcGdeQXVyNzQyMTI5NzU@._V1_UX182_CR0,0,182,268_AL_.jpg","    A mature, intelligent high school student has a side job arranging ""accidental"" deaths (no 2 alike) of fellow students' parents. A cop detective notices this student being connected to all the kids of dead parents. Who wins the face-off?",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.ecb64dfd-7e43-c845-59bc-f05a96b3a9cf?tag=imdbtag_tt_wbr_pvs_piv-20
605,tt2481498,Ted Bundy - Fascino criminale,"Extremely Wicked, Shockingly Evil and Vile",2019,"Biography, Crime, Drama",110,USA,English,Joe Berlinger,"Elizabeth Kendall, Michael Werwie","A chronicle of the crimes of Ted Bundy from the perspective of Liz, his longtime girlfriend, who refused to believe the truth about him for years.",6.6,73071,"https://m.media-amazon.com/images/M/MV5BMjM4ZjY5ZmQtNjUwYi00Yzk2LWIwNmMtYTg1NmU0MWExZTMzXkEyXkFqcGdeQXVyMTg2MDEyMzM@._V1_UX182_CR0,0,182,268_AL_.jpg","    A single mother believes she's found the man of her dreams. But their seemingly perfect life is turned upside down when he's arrested on suspected kidnapping charges and linked to multiple murders. Adamant that he's being framed, he defends himself in America's first nationally televised trial while she struggles to come to terms with the truth.",https://www.netflix.com/watch/81028570?source=imdb
606,tt6937724,Eye for an Eye,Eye for an Eye,2019,"Action, Thriller",98,USA,,Stephen Lambert,George Kaplan,A disavowed CIA agent goes on the run when she is attacked by mercenaries who have learned she possesses a missing memory card containing information that could start World War III.,6.2,565,"https://m.media-amazon.com/images/M/MV5BZWU4ZDgzYzYtMTM1NC00ZGI0LWI3M2QtNTAwMjBhYjRkYjBlXkEyXkFqcGdeQXVyNTMwODYxNA@@._V1_UY268_CR1,0,182,268_AL_.jpg",    A disavowed CIA agent goes on the run when she is attacked by mercenaries who have learned she possesses a missing memory card containing information that could start World War III.,https://tubitv.com/
607,tt4761100,Fair Market Value,Fair Market Value,2019,"Comedy, Romance",99,USA,English,Ken Kushner,Judy San Roman,"Kendall, a real estate agent from Miami, moves to the suburbs of New York to work at the prestigious Atlantic Shores Realtors and immediately butts heads with Brooke, a rival real estate ...",5.5,119,"https://m.media-amazon.com/images/M/MV5BMzhkNzRjN2UtOTRhMy00ZTQxLWJmM2ItYWM4MTc1ODU2MzhiXkEyXkFqcGdeQXVyMjIxODA2MTA@._V1_UX182_CR0,0,182,268_AL_.jpg","    Kendall, a real estate agent from Miami, moves to the suburbs of New York to work at the prestigious Atlantic Shores Realtors and immediately butts heads with Brooke, a rival real estate agent. Tensions soon mount when Kendall and Brooke are forced to work together to try and sell one of the most expensive mansions on Long Island, all while navigating their complex and messy relationships.",NA
608,tt8310924,"Faith, Hope & Love","Faith, Hope & Love",2019,"Comedy, Romance",106,USA,English,"J.J. Englert, Robert Krantz",Robert Krantz,"Recent divorcee Faith enters a dance contest to save her dance studio, where she meets Jimmy Hope and rediscovers her faith and dreams.",6.3,467,"https://m.media-amazon.com/images/M/MV5BOTRlM2YwYWUtOWI1MC00OTc3LTgwOTgtYjJkZmNiYTExNDJhXkEyXkFqcGdeQXVyMzI2MzMzMA@@._V1_UX182_CR0,0,182,268_AL_.jpg","    A couple years after his wife's death, Jimmy Hope is struggling to move on with his life, at work and at home where he's trying to raise his two daughters alone. Faith Turley is recently divorced and doing her best to cope with the pain of it, but her troubles are compounded by the fact that her life's dream, her dance studio, is in jeopardy of being shut down. To raise funds to save it, she enters a ""Pro and a Schmo"" dance contest and searches for a partner who's a non-professional. Jimmy's younger daughter Demetra prays every night that her dad will be Faith's dance-contest partner because: ""Out house needs a Mommy and our Daddy needs someone to love him."" God hears her prayers, and Jimmy and Faith become dance partners. Over the next few months, on and off the dance floor, she teaches him to have hope again; he helps restore her faith; and together they learn how to love again.",https://www.netflix.com/watch/81055398?source=imdb
609,tt9033386,Fall Girls,Fall Girls,2019,Comedy,80,USA,English,Chris Stokes,"Marques Houston, Chris Stokes","Paige Davis has just gotten promoted to President of Sales at her job. After a night of partying, Paige and her girlfriends hilariously wakes up to a dead boss.",3.9,181,"https://m.media-amazon.com/images/M/MV5BMGJiZWYzNWMtYmI2NS00M2FlLWI5YTItMGQyMzY5MjQzYzlmXkEyXkFqcGdeQXVyMjQzNzk4OTg@._V1_UY268_CR9,0,182,268_AL_.jpg","    Paige Davis has just gotten promoted to President of Sales at her job. After a night of partying, Paige and her girlfriends hilariously wakes up to a dead boss.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.46bb5478-4118-8a40-ca1d-5e3574f40a5c?tag=imdbtag_tt_wbr_betplus-20
610,tt9860728,Falling Inn Love - Ristrutturazione con amore,Falling Inn Love,2019,"Comedy, Romance",98,USA,English,Roger Kumble,"Elizabeth Hackett, Hilary Galanoy","When city girl Gabriela spontaneously enters a contest and wins a rustic New Zealand inn, she teams up with bighearted contractor Jake Taylor to fix and flip it.",5.6,14108,"https://m.media-amazon.com/images/M/MV5BNWE1NmMzNjUtMDc3NS00ZjBlLTllMTktZTVkMWQzZGVlYzdhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Gabriela Diaz's (Christina Milian) San Francisco design firm folds the week of her break-up. Inspired by a potent concoction of wine and Wi-Fi, she successfully enters a contest to ""Win an Inn"" overlooking New Zealand's countryside. Thousands of airline miles later, she discovers The Bellbird Valley Farm boasts a crumbling facade, floorboard-treading goat, and meddling neighbor who covets the space. Eager to renovate and sell the property fast, she partners with Jake Taylor (Adam Demos), the Kiwi contractor and volunteer firefighter observing much of her city-girl culture shock. Once the final fixtures are hung, she's hesitant to leave him, the inn, and the inviting community that nurtured her creative side.",NA
611,tt10009434,Family Obligations,Family Obligations,2019,"Comedy, Drama",81,USA,English,Kenneth R. Frank,Kenneth R. Frank,One man learns to die. Another man learns to live.,5.2,234,"https://m.media-amazon.com/images/M/MV5BMTFmYzI0YmUtOGUwNy00MDc4LThjMzUtNjE2MzI4NjUwMjg2XkEyXkFqcGdeQXVyMTUzNDUxNTk@._V1_UX182_CR0,0,182,268_AL_.jpg",    One man learns to die. Another man learns to live.,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.92bb5cf0-0d80-3113-e25c-5fa2958389c8?tag=imdbtag_tt_wbr_pvs_piv-20
612,tt10208194,"Family Romance, LLC","Family Romance, LLC",2019,Drama,89,USA,Japanese,Werner Herzog,Werner Herzog,A man is hired to impersonate the missing father of a young girl.,6.8,1540,"https://m.media-amazon.com/images/M/MV5BYWZhYjc1NjAtNzgzYy00OGQzLWI5ZDAtMWU2ZjI3OTljZTY3XkEyXkFqcGdeQXVyODY0MDM5Njk@._V1_UX182_CR0,0,182,268_AL_.jpg",    Love is a business at Family Romance: a company that offers the substitute rental service. Founder Yuichi Ishii helps fulfill the dreams of his clients. Mahiro's mother will hire Ishii to impersonate her missing father. And reality will begin to blur.,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.b2b982d5-e75a-9aec-503c-3938c9b6dd25?tag=imdbtag_tt_wbr_pvc_mubi-20
613,tt6806448,Fast & Furious - Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,2019,"Action, Adventure, Thriller",137,"USA, Japan","English, Samoan, Russian",David Leitch,"Chris Morgan, Drew Pearce","Lawman Luke Hobbs (Dwayne ""The Rock"" Johnson) and outcast Deckard Shaw (Jason Statham) form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.",6.4,158617,"https://m.media-amazon.com/images/M/MV5BOTIzYmUyMmEtMWQzNC00YzExLTk3MzYtZTUzYjMyMmRiYzIwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY268_CR1,0,182,268_AL_.jpg","    Lawman Luke Hobbs (Dwayne ""The Rock"" Johnson) and outcast Deckard Shaw (Jason Statham) form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.52b60c01-eec9-6e4c-dbf2-1a1d5b466a73?tag=imdbtag_tt_wbr_pvc_hbo-20
614,tt9465588,Father's Day,Father's Day,2019,Animation,70,USA,English,James Snider,BC Fourteen,"Father's Day is approaching and sea creatures everywhere are competing for the top prize in the annual Deep Sea Burp Contest. Navigating their way through an awesome ocean adventure, they discover that love is the best prize of all!",3.4,142,"https://m.media-amazon.com/images/M/MV5BZjMyNDQ5NzMtOTBiZC00YjcxLWFkYmQtNGZlN2Y3MWUyMGVlXkEyXkFqcGdeQXVyMjM3NDgxNw@@._V1_UY268_CR7,0,182,268_AL_.jpg","    Father's Day is approaching and sea creatures everywhere are competing for the top prize in the annual Deep Sea Burp Contest. Navigating their way through an awesome ocean adventure, they discover that love is the best prize of all!",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.94b573df-68a8-fd39-528e-60d32ad25ff5?tag=imdbtag_tt_wbr_pvs_piv-20
615,tt8748236,La baia della paura,Fear Bay,2019,Thriller,87,USA,English,Damián Romay,,"A woman being terrorized by a stalker hires and develops a relationship with a handsome private detective, not realizing he'd become her deadly avenging angel.",4.2,344,"https://m.media-amazon.com/images/M/MV5BZWFhMjc1ZDYtZWQyZS00ZDk5LWExZWItYmJlZGFiYmEzMDU2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY268_CR4,0,182,268_AL_.jpg","    A woman being terrorized by a stalker hires and develops a relationship with a handsome private detective, not realizing he'd become her deadly avenging angel.",https://www.netflix.com/watch/81094666?source=imdb
616,tt7846056,Feast of the Seven Fishes,Feast of the Seven Fishes,2019,Comedy,99,USA,English,Robert Tinnell,Robert Tinnell,"A slice of life story that follows a large Italian family on Christmas Eve as they prepare for the traditional Feast of the Seven Fishes, reminisce about the past, and seek love in the future.",6.6,422,"https://m.media-amazon.com/images/M/MV5BY2ZiYTA3OGMtMjBkOS00MDczLTkzODUtNDA0NGY1ZGM3M2JjXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_UX182_CR0,0,182,268_AL_.jpg","    December 23, 1983: Just days before Christmas, the Oliverio family readies their Feast of the Seven Fishes, an Italian tradition stretching back to the old country of Calabria. Amidst the preparations, Tony Oliverio, a young man with big dreams and a bigger heart, wonders if he'll find love this Christmas season or spend it alone with his loud and loving family - Great Grandma Nonnie, Grandpa Johnny, Great Uncles Frankie and Carmine, his parents, his brother, and a host of friends. When Sarah, the girlfriend of his best friend Angelo, introduces Tony to Beth, it looks like Tony's holiday experience might take a turn for the better. That is unless Nonnie thinks Beth isn't good enough for her great-grandson, and Beth's Ivy League suitor doesn't steal her heart first. Come on inside, where it's warm, and the smells of cooking fish permeate the air, and let's have a visit.",https://pluto.tv/on-demand
617,tt7857374,Feedback,Feedback,2019,"Horror, Thriller",97,"Spain, USA",English,Pedro C. Alonso,"Pedro C. Alonso, Alberto Marini",A radio star experiences the worst night of his life when stalkers assault the radio station where he's working.,5.4,1451,"https://m.media-amazon.com/images/M/MV5BODU1YTk2MTAtMWY0ZS00NzY4LWIxYzEtZTgzMGNiM2QzYmRhXkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_UX182_CR0,0,182,268_AL_.jpg",    A radio star experiences the worst night of his life when stalkers assault the radio station where he's working.,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.68b76f9d-84a0-92af-0191-7db8d266940a?tag=imdbtag_tt_wbr_pvs_piv-20
618,tt6513120,Una famiglia al tappeto,Fighting with My Family,2019,"Biography, Comedy, Drama",108,"UK, USA, Mexico",English,Stephen Merchant,Stephen Merchant,A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.,7.1,62599,"https://m.media-amazon.com/images/M/MV5BNWM0NGUxMzUtMjRlZS00OWZlLTlkZDMtMzJhOWVmZDY2ODczXkEyXkFqcGdeQXVyOTQxNzM2MjY@._V1_UX182_CR0,0,182,268_AL_.jpg","    Former wrestler Ricky and his wife Julia make a living performing with their children Saraya and Zak. When brother and sister get the chance to audition for WWE, they learn that becoming a WWE Superstar demands more than they ever imagined possible.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.1cb480aa-fd81-64a5-5a7f-f3411ae263f0?tag=imdbtag_tt_wbr_pvs_piv-20
619,tt6032328,C'era una volta Steve McQueen,Finding Steve McQueen,2019,"Crime, Romance",91,USA,English,Mark Steven Johnson,"Ken Hixon, Keith Sharon","In 1972, a gang of close-knit thieves from Youngstown, Ohio attempt to steal $30 million in illegal contributions and blackmail money from President Richard Nixon's secret fund.",6.2,3605,"https://m.media-amazon.com/images/M/MV5BMGIwMzhjMzktY2QyMi00Nzc0LThjMGYtMGYxN2UxMWZjODliXkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_UY268_CR4,0,182,268_AL_.jpg","    In 1972, a gang of close-knit thieves from Youngstown, Ohio attempt to steal $30 million in illegal contributions and blackmail money from President Richard Nixon's secret fund.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.20b4b6c6-edf4-235f-97c2-03dc7f39b316?tag=imdbtag_tt_wbr_pvc_starzSub-20
620,tt9231040,First Cow,First Cow,2019,Drama,122,USA,English,Kelly Reichardt,"Jonathan Raymond, Jonathan Raymond","A skilled cook has traveled west and joined a group of fur trappers in Oregon, though he only finds true connection with a Chinese immigrant also seeking his fortune. Soon the two collaborate on a successful business.",7.1,3365,"https://m.media-amazon.com/images/M/MV5BMGUzMGEzM2UtMDg2Ny00Yjk1LTgxMTctMWI1ZGM0ZDBiYjgxXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_UX182_CR0,0,182,268_AL_.jpg","    A loner and cook (John Magaro) has traveled west and joined a group of fur trappers in Oregon Territory, though he only finds connection with a Chinese immigrant (Orion Lee). The men collaborate on a business, although its longevity is reliant upon the participation of a wealthy landowner's prized milking cow.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.00babe13-eb90-03f3-3786-cd06e79a2900?tag=imdbtag_tt_wbr_pvc_showtimeSub-20
